defense_ranker,defense_name_display,defense_age,defense_team_name_abbr,defense_pos,defense_games,defense_games_started,defense_def_int,defense_def_targets,defense_def_cmp,defense_def_cmp_pct,defense_def_cmp_yds,defense_def_yds_per_cmp,defense_def_yds_per_target,defense_def_cmp_td,defense_def_pass_rating,defense_def_tgt_yds_per_att,defense_def_air_yds,defense_def_yac,defense_blitzes,defense_qb_hurry,defense_qb_knockdown,defense_def_batted_passes,defense_sacks,defense_pressures,defense_tackles_combined,defense_tackles_missed,defense_tackles_missed_pct,defense_awards
376.0,Kyler Fackrell,29.0,NYG,ROLB/LOLB,12.0,9.0,1.0,13.0,12.0,92.3,99.0,8.3,7.6,1.0,92.0,2.5,27.0,72.0,31.0,5.0,6.0,1.0,4.0,15.0,34.0,7.0,17.1,
377.0,P.J. Hall,25.0,HOU,RDE,10.0,9.0,0.0,1.0,1.0,100.0,6.0,6.0,6.0,0.0,91.7,0.0,0.0,6.0,0.0,3.0,1.0,0.0,1.0,5.0,34.0,1.0,2.9,
378.0,Donte Jackson,25.0,CAR,LCB,14.0,13.0,3.0,65.0,37.0,56.9,435.0,11.8,6.7,4.0,78.7,11.9,284.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,11.0,24.4,
379.0,Justin Jones,24.0,LAC,LDT,13.0,12.0,0.0,1.0,1.0,100.0,8.0,8.0,8.0,0.0,100.0,8.0,8.0,0.0,0.0,1.0,3.0,0.0,1.0,5.0,34.0,1.0,2.9,
380.0,Pernell McPhee,32.0,BAL,LOLB,15.0,13.0,0.0,7.0,5.0,71.4,39.0,7.8,5.6,0.0,84.8,5.1,13.0,26.0,65.0,4.0,12.0,1.0,3.0,19.0,34.0,10.0,22.7,
381.0,Shamar Stephen,29.0,MIN,LDT,16.0,16.0,0.0,1.0,1.0,100.0,7.0,7.0,7.0,0.0,95.8,-6.0,-6.0,13.0,0.0,2.0,2.0,1.0,0.5,5.0,34.0,2.0,5.6,
382.0,Dorance Armstrong Jr.,23.0,DAL,DE,16.0,2.0,0.0,9.0,6.0,66.7,54.0,9.0,6.0,0.0,82.6,2.9,16.0,38.0,6.0,5.0,1.0,0.0,0.0,6.0,33.0,2.0,5.7,
383.0,Denico Autry,30.0,IND,RDE,14.0,13.0,0.0,5.0,5.0,100.0,44.0,8.8,8.8,0.0,103.3,4.2,21.0,23.0,0.0,12.0,2.0,0.0,7.5,22.0,33.0,2.0,5.7,
384.0,Devante Downs,25.0,NYG,LB,16.0,8.0,0.0,21.0,14.0,66.7,121.0,8.6,5.8,1.0,97.5,2.9,55.0,66.0,5.0,0.0,1.0,0.0,0.0,1.0,33.0,1.0,2.9,
385.0,Javon Kinlaw,23.0,SFO,LDT,14.0,12.0,1.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,6.0,2.0,1.0,1.5,10.0,33.0,0.0,0.0,
386.0,Uchenna Nwosu,24.0,LAC,LB,13.0,4.0,0.0,5.0,2.0,40.0,10.0,5.0,2.0,0.0,47.9,4.4,6.0,4.0,14.0,6.0,6.0,0.0,4.5,17.0,33.0,2.0,5.7,
387.0,Ed Oliver,23.0,BUF,RDT,16.0,16.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,9.0,4.0,2.0,3.0,16.0,33.0,3.0,8.3,
388.0,Brandon Williams,31.0,BAL,NT,13.0,13.0,0.0,1.0,1.0,100.0,6.0,6.0,6.0,0.0,91.7,2.0,2.0,4.0,0.0,3.0,1.0,1.0,0.0,4.0,33.0,0.0,0.0,
389.0,Logan Wilson,24.0,CIN,LB,12.0,2.0,2.0,14.0,9.0,64.3,89.0,9.9,6.4,1.0,66.4,4.9,57.0,32.0,43.0,0.0,1.0,0.0,1.0,2.0,33.0,2.0,5.7,
390.0,Markus Golden,29.0,2TM,ROLB,16.0,9.0,1.0,8.0,6.0,75.0,18.0,3.0,2.3,0.0,37.5,-1.5,-25.0,43.0,71.0,10.0,15.0,1.0,4.5,30.0,33.0,3.0,8.3,
390.0,Markus Golden,29.0,NYG,LB,7.0,1.0,0.0,2.0,2.0,100.0,1.0,0.5,0.5,0.0,79.2,-3.5,-7.0,8.0,18.0,4.0,4.0,0.0,1.5,10.0,10.0,1.0,9.1,
390.0,Markus Golden,29.0,ARI,ROLB,9.0,8.0,1.0,6.0,4.0,66.7,17.0,4.3,2.8,0.0,30.6,-0.8,-18.0,35.0,53.0,6.0,11.0,1.0,3.0,20.0,23.0,2.0,8.0,
391.0,Everson Griffen,33.0,2TM,DE,14.0,2.0,0.0,1.0,1.0,100.0,21.0,21.0,21.0,0.0,118.7,0.0,0.0,21.0,5.0,9.0,7.0,3.0,6.0,23.0,33.0,6.0,15.4,
391.0,Everson Griffen,33.0,DAL,DE,7.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,8.0,3.0,1.0,2.5,14.0,20.0,4.0,16.7,
391.0,Everson Griffen,33.0,DET,DE,7.0,2.0,0.0,1.0,1.0,100.0,21.0,21.0,21.0,0.0,118.7,0.0,0.0,21.0,4.0,1.0,4.0,2.0,3.5,9.0,13.0,2.0,13.3,
392.0,T.J. Carrie,30.0,IND,DB,15.0,2.0,2.0,40.0,23.0,57.5,309.0,13.4,7.7,2.0,78.0,11.1,214.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,11.1,
393.0,Doug Costin,23.0,JAX,RDT,12.0,9.0,0.0,2.0,2.0,100.0,15.0,7.5,7.5,0.0,97.9,-5.0,-10.0,25.0,7.0,2.0,1.0,1.0,0.0,3.0,32.0,0.0,0.0,
394.0,Shelby Harris,29.0,DEN,LDE,11.0,11.0,0.0,2.0,1.0,50.0,7.0,7.0,3.5,0.0,58.3,0.0,-6.0,13.0,0.0,6.0,8.0,4.0,2.5,17.0,32.0,1.0,3.0,
395.0,B.J. Hill,25.0,NYG,DT,16.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,2.0,1.0,1.0,6.0,32.0,1.0,3.0,
396.0,Jordan Jenkins,26.0,NYJ,ROLB/LOLB,12.0,12.0,0.0,4.0,2.0,50.0,30.0,15.0,7.5,0.0,75.0,-2.3,-9.0,39.0,47.0,7.0,3.0,0.0,2.0,13.0,32.0,5.0,13.5,
397.0,Zach Kerr,30.0,CAR,DT,13.0,4.0,0.0,2.0,2.0,100.0,20.0,10.0,10.0,0.0,108.3,-3.5,-7.0,27.0,0.0,3.0,6.0,0.0,2.0,13.0,32.0,0.0,0.0,
398.0,Shaq Lawson,26.0,MIA,LOLB,14.0,7.0,0.0,2.0,1.0,50.0,6.0,6.0,3.0,0.0,56.2,8.0,8.0,-2.0,19.0,6.0,14.0,0.0,4.0,25.0,32.0,2.0,5.9,
399.0,Johnathan Joseph,36.0,2TM,DB,11.0,6.0,1.0,48.0,27.0,56.3,363.0,13.4,7.6,4.0,99.6,10.6,262.0,101.0,5.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,11.1,
399.0,Johnathan Joseph,36.0,TEN,LCB,7.0,6.0,1.0,44.0,25.0,56.8,353.0,14.1,8.0,4.0,103.7,10.9,253.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,9.4,
399.0,Johnathan Joseph,36.0,ARI,DB,4.0,0.0,0.0,4.0,2.0,50.0,10.0,5.0,2.5,0.0,56.2,7.5,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,25.0,
400.0,Carlos Dunlap,31.0,2TM,DE,15.0,10.0,0.0,5.0,5.0,100.0,47.0,9.4,9.4,0.0,105.8,5.0,25.0,22.0,1.0,8.0,11.0,4.0,6.0,26.0,32.0,3.0,8.6,
400.0,Carlos Dunlap,31.0,CIN,DE,7.0,4.0,0.0,3.0,3.0,100.0,18.0,6.0,6.0,0.0,91.7,3.3,10.0,8.0,1.0,4.0,3.0,2.0,1.0,8.0,18.0,2.0,10.0,
400.0,Carlos Dunlap,31.0,SEA,LOLB,8.0,6.0,0.0,2.0,2.0,100.0,29.0,14.5,14.5,0.0,118.7,7.5,15.0,14.0,0.0,4.0,8.0,2.0,5.0,18.0,14.0,1.0,6.7,
401.0,Jeremiah Attaochu,27.0,DEN,OLB,13.0,5.0,0.0,4.0,4.0,100.0,32.0,8.0,8.0,0.0,100.0,0.0,0.0,32.0,28.0,8.0,6.0,0.0,5.0,19.0,31.0,3.0,8.8,
402.0,Chris Board,25.0,BAL,LB,16.0,2.0,0.0,21.0,16.0,76.2,134.0,8.4,6.4,1.0,108.0,2.2,10.0,124.0,39.0,2.0,3.0,0.0,2.5,8.0,31.0,9.0,22.5,
403.0,Akeem Davis-Gaither,23.0,CIN,LB,16.0,2.0,1.0,18.0,12.0,66.7,135.0,11.3,7.5,0.0,65.7,7.4,68.0,67.0,31.0,5.0,1.0,0.0,0.5,7.0,31.0,3.0,8.8,
404.0,Bud Dupree,27.0,PIT,ROLB,11.0,11.0,0.0,3.0,2.0,66.7,16.0,8.0,5.3,0.0,79.9,2.7,2.0,14.0,81.0,12.0,7.0,0.0,8.0,28.0,31.0,2.0,6.1,
405.0,Samson Ebukam,25.0,LAR,LOLB,16.0,14.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,39.6,-3.0,0.0,0.0,29.0,5.0,3.0,0.0,4.5,13.0,31.0,3.0,8.8,
406.0,Deshazor Everett,28.0,WAS,FS,11.0,6.0,0.0,11.0,7.0,63.6,98.0,14.0,8.9,0.0,92.2,11.4,81.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,7.0,18.4,
407.0,Jacob Tuioti-Mariner,24.0,ATL,DT,16.0,0.0,0.0,5.0,3.0,60.0,43.0,14.3,8.6,0.0,87.9,7.6,27.0,16.0,2.0,9.0,4.0,1.0,1.0,15.0,31.0,0.0,0.0,
408.0,Armon Watts,24.0,MIN,DT,16.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,1.0,0.0,0.5,5.0,31.0,2.0,6.1,
409.0,Will Parks,26.0,2TM,DB,10.0,3.0,0.0,29.0,21.0,72.4,191.0,9.1,6.6,1.0,101.4,7.4,113.0,78.0,13.0,0.0,0.0,0.0,1.0,1.0,31.0,4.0,11.4,
409.0,Will Parks,26.0,PHI,DB,6.0,3.0,0.0,9.0,5.0,55.6,26.0,5.2,2.9,0.0,60.9,10.1,10.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,18.8,
409.0,Will Parks,26.0,DEN,DB,4.0,0.0,0.0,20.0,16.0,80.0,165.0,10.3,8.3,1.0,117.7,6.3,103.0,62.0,11.0,0.0,0.0,0.0,1.0,1.0,18.0,1.0,5.3,
410.0,Steve McLendon,34.0,2TM,NT,15.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,31.0,3.0,8.8,
410.0,Steve McLendon,34.0,NYJ,NT,6.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.0,3.0,17.6,
410.0,Steve McLendon,34.0,TAM,DT,9.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,
411.0,Mario Addison,33.0,BUF,RDE,15.0,7.0,0.0,7.0,6.0,85.7,47.0,7.8,6.7,0.0,94.6,2.9,14.0,33.0,0.0,3.0,3.0,4.0,5.0,11.0,30.0,3.0,9.1,
412.0,Marcus Allen,24.0,PIT,DB,14.0,2.0,0.0,10.0,8.0,80.0,64.0,8.0,6.4,0.0,93.3,4.5,32.0,32.0,24.0,0.0,2.0,0.0,0.0,2.0,30.0,5.0,14.3,
413.0,Justin Coleman,27.0,DET,DB,11.0,5.0,0.0,45.0,35.0,77.8,418.0,11.9,9.3,4.0,135.0,7.2,232.0,186.0,13.0,1.0,0.0,0.0,0.0,1.0,30.0,7.0,18.9,
414.0,Quinton Dunbar,28.0,SEA,RCB,6.0,6.0,1.0,54.0,35.0,64.8,491.0,14.0,9.1,4.0,111.0,10.8,334.0,157.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,11.8,
415.0,Jaylon Ferguson,25.0,BAL,DE,14.0,1.0,0.0,4.0,3.0,75.0,14.0,4.7,3.5,0.0,79.2,-4.8,-19.0,33.0,39.0,5.0,3.0,0.0,2.0,10.0,30.0,4.0,11.8,
416.0,Porter Gustin,23.0,CLE,DE,14.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,39.6,5.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,7.0,30.0,3.0,9.1,
417.0,DaVon Hamilton,23.0,JAX,LDT,11.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,7.0,2.0,4.0,1.0,1.0,7.0,30.0,3.0,9.1,
418.0,Darnay Holmes,22.0,NYG,DB,12.0,5.0,1.0,44.0,33.0,75.0,323.0,9.8,7.3,0.0,85.7,5.1,136.0,187.0,23.0,1.0,1.0,0.0,0.5,3.0,30.0,7.0,18.9,
419.0,Cameron Sutton,25.0,PIT,DB,16.0,6.0,1.0,56.0,34.0,60.7,373.0,11.0,6.7,1.0,78.9,9.0,211.0,162.0,7.0,1.0,0.0,0.0,1.0,2.0,30.0,5.0,14.3,
420.0,Jaquiski Tartt,28.0,SFO,SS,7.0,7.0,1.0,8.0,5.0,62.5,41.0,8.2,5.1,0.0,35.9,10.3,36.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,6.3,
421.0,Tavierre Thomas,24.0,CLE,DB,16.0,3.0,0.0,24.0,19.0,79.2,170.0,8.9,7.1,1.0,110.1,6.4,113.0,57.0,13.0,0.0,0.0,0.0,1.0,1.0,30.0,1.0,3.2,
422.0,Jerry Tillery,24.0,LAC,DE,16.0,11.0,0.0,2.0,1.0,50.0,13.0,13.0,6.5,1.0,110.4,-4.5,-3.0,16.0,0.0,7.0,12.0,0.0,3.0,22.0,30.0,9.0,23.1,
423.0,Frank Clark,27.0,KAN,RDE,15.0,15.0,0.0,5.0,4.0,80.0,6.0,1.5,1.2,0.0,79.2,-2.6,-13.0,19.0,10.0,9.0,10.0,2.0,6.0,25.0,29.0,4.0,12.1,PB
424.0,Jerry Hughes,32.0,BUF,LDE/RDE,15.0,15.0,1.0,3.0,2.0,66.7,15.0,7.5,5.0,0.0,38.9,0.0,1.0,14.0,0.0,12.0,7.0,1.0,4.5,25.0,29.0,11.0,27.5,
425.0,Arthur Maulet,27.0,NYJ,SS,11.0,5.0,1.0,32.0,20.0,62.5,227.0,11.4,7.1,2.0,91.5,8.5,113.0,114.0,7.0,0.0,0.0,0.0,1.0,1.0,29.0,6.0,17.1,
426.0,David Mayo,27.0,NYG,LB,11.0,2.0,0.0,10.0,10.0,100.0,86.0,8.6,8.6,0.0,102.5,1.7,17.0,69.0,11.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,6.5,
427.0,Mike Pennel,29.0,KAN,DT,14.0,1.0,0.0,2.0,2.0,100.0,10.0,5.0,5.0,1.0,127.1,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,29.0,1.0,3.3,
428.0,Isaac Rochell,25.0,LAC,RDE,16.0,6.0,0.0,1.0,1.0,100.0,14.0,14.0,14.0,0.0,118.7,-4.0,-4.0,18.0,0.0,5.0,1.0,0.0,2.5,9.0,29.0,3.0,9.4,
429.0,Bravvion Roy,24.0,CAR,LDT,15.0,9.0,0.0,1.0,1.0,100.0,1.0,1.0,1.0,0.0,79.2,-8.0,-8.0,9.0,0.0,3.0,4.0,0.0,1.0,8.0,29.0,5.0,14.7,
430.0,Calais Campbell,34.0,BAL,LDE,12.0,12.0,0.0,1.0,1.0,100.0,-6.0,-6.0,-6.0,0.0,79.2,-4.0,-4.0,-2.0,0.0,3.0,5.0,5.0,4.0,13.0,28.0,6.0,17.6,PB
431.0,John Cominsky,25.0,ATL,DE,13.0,1.0,0.0,1.0,1.0,100.0,11.0,11.0,11.0,0.0,112.5,-7.0,-7.0,18.0,5.0,7.0,2.0,0.0,1.0,10.0,28.0,2.0,6.7,
432.0,Jack Crawford,32.0,TEN,DE,16.0,9.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,1.0,8.0,0.0,2.0,11.0,28.0,5.0,15.2,
433.0,Troy Dye,24.0,MIN,LLB,11.0,5.0,0.0,12.0,8.0,66.7,60.0,7.5,5.0,1.0,106.2,4.3,5.0,55.0,6.0,0.0,1.0,0.0,0.0,1.0,28.0,3.0,9.7,
434.0,Neville Gallimore,23.0,DAL,NT,14.0,9.0,0.0,1.0,1.0,100.0,10.0,10.0,10.0,0.0,108.3,7.0,7.0,3.0,0.0,2.0,3.0,1.0,0.5,6.0,28.0,1.0,3.4,
435.0,Kamu Grugier-Hill,26.0,MIA,LB,15.0,1.0,0.0,14.0,12.0,85.7,109.0,9.1,7.8,1.0,122.9,4.4,51.0,58.0,22.0,0.0,1.0,0.0,1.0,2.0,28.0,3.0,9.7,
436.0,Justin Hollins,24.0,LAR,LB,16.0,0.0,0.0,5.0,4.0,80.0,59.0,14.8,11.8,0.0,115.8,9.8,34.0,25.0,34.0,0.0,2.0,0.0,3.0,6.0,28.0,1.0,3.4,
437.0,Lamar Jackson,22.0,NYJ,DB,13.0,6.0,0.0,46.0,28.0,60.9,434.0,15.5,9.4,5.0,128.4,10.9,326.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,3.4,
438.0,Malik Jackson,30.0,PHI,LDT,15.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,5.0,10.0,2.0,2.5,18.0,28.0,2.0,6.7,
439.0,Tanoh Kpassagnon,26.0,KAN,LDE,16.0,15.0,0.0,6.0,5.0,83.3,26.0,5.2,4.3,1.0,124.3,-1.0,0.0,26.0,1.0,1.0,3.0,2.0,1.0,5.0,28.0,10.0,26.3,
440.0,Carl Nassib,27.0,LVR,LDE,14.0,5.0,1.0,3.0,1.0,33.3,12.0,12.0,4.0,0.0,6.9,6.0,11.0,1.0,0.0,6.0,6.0,2.0,2.5,15.0,28.0,7.0,20.0,
441.0,Will Redmond,27.0,GNB,DB,13.0,1.0,0.0,22.0,15.0,68.2,201.0,13.4,9.1,1.0,112.1,5.5,76.0,125.0,9.0,2.0,2.0,0.0,0.0,4.0,28.0,7.0,20.0,
442.0,Brennan Scarlett,27.0,HOU,ROLB,11.0,4.0,0.0,6.0,3.0,50.0,23.0,7.7,3.8,0.0,59.7,-0.8,7.0,16.0,18.0,2.0,1.0,0.0,0.0,3.0,28.0,6.0,17.6,
443.0,Shy Tuttle,25.0,NOR,DT,13.0,3.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,28.0,4.0,12.5,
444.0,Anthony Averett,26.0,BAL,DB,10.0,4.0,0.0,44.0,33.0,75.0,353.0,10.7,8.0,1.0,105.6,8.0,219.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,15.6,
445.0,Breon Borders,25.0,TEN,LCB,6.0,5.0,1.0,47.0,24.0,51.1,333.0,13.9,7.1,3.0,86.6,11.3,207.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,10.0,
446.0,Malcom Brown,26.0,NOR,RDT,13.0,13.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,27.0,1.0,3.6,
447.0,Byron Cowart,24.0,NWE,RDT,14.0,14.0,0.0,1.0,1.0,100.0,2.0,2.0,2.0,0.0,79.2,-3.0,-3.0,5.0,0.0,2.0,2.0,0.0,1.0,5.0,27.0,0.0,0.0,
448.0,Clelin Ferrell,23.0,LVR,LDE,11.0,11.0,0.0,2.0,2.0,100.0,29.0,14.5,14.5,0.0,118.7,-1.5,-3.0,32.0,0.0,10.0,8.0,2.0,2.0,21.0,27.0,3.0,10.0,
449.0,Morgan Fox,26.0,LAR,DL,16.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,39.6,-6.0,0.0,0.0,0.0,4.0,3.0,0.0,6.0,13.0,27.0,0.0,0.0,
450.0,Maurice Hurst Jr.,25.0,LVR,DT,11.0,3.0,0.0,1.0,1.0,100.0,5.0,5.0,5.0,0.0,87.5,0.0,0.0,5.0,1.0,2.0,5.0,1.0,0.5,8.0,27.0,3.0,10.0,
451.0,Raekwon McMillan,25.0,LVR,LB,16.0,4.0,0.0,7.0,5.0,71.4,61.0,12.2,8.7,0.0,97.9,12.7,42.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,15.6,
452.0,Sharrod Neasman,29.0,ATL,DB,16.0,2.0,0.0,9.0,7.0,77.8,91.0,13.0,10.1,0.0,108.8,13.7,61.0,30.0,3.0,0.0,0.0,0.0,1.0,1.0,27.0,2.0,6.9,
453.0,Sheldrick Redwine,24.0,CLE,DB,15.0,3.0,1.0,8.0,6.0,75.0,78.0,13.0,9.8,0.0,65.6,12.3,49.0,29.0,8.0,1.0,0.0,0.0,0.5,2.0,27.0,3.0,10.0,
454.0,Jimmy Smith,32.0,BAL,DB,11.0,5.0,0.0,36.0,18.0,50.0,118.0,6.6,3.3,0.0,57.4,10.7,77.0,41.0,3.0,0.0,0.0,0.0,1.0,1.0,27.0,4.0,12.9,
455.0,Deionte Thompson,23.0,ARI,FS,13.0,4.0,0.0,19.0,8.0,42.1,84.0,10.5,4.4,2.0,90.7,9.2,26.0,58.0,3.0,0.0,1.0,0.0,0.0,1.0,27.0,5.0,15.6,
456.0,Carlos Watkins,27.0,HOU,LOLB,16.0,11.0,0.0,2.0,1.0,50.0,5.0,5.0,2.5,0.0,56.2,-3.0,-4.0,9.0,0.0,3.0,0.0,3.0,2.0,5.0,27.0,1.0,3.6,
457.0,Tershawn Wharton,22.0,KAN,DE,16.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,4.0,2.0,0.0,2.0,8.0,27.0,3.0,10.0,
458.0,Devin Bush Jr.,22.0,PIT,LILB,5.0,5.0,0.0,22.0,14.0,63.6,151.0,10.8,6.9,1.0,98.9,6.7,95.0,56.0,27.0,1.0,0.0,0.0,1.0,3.0,26.0,4.0,13.3,
459.0,Brandon Dunn,28.0,HOU,NT,13.0,13.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,26.0,0.0,0.0,
460.0,Josh Jackson,24.0,GNB,RCB,12.0,5.0,0.0,31.0,23.0,74.2,285.0,12.4,9.2,1.0,113.0,9.3,142.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,21.2,
461.0,Sidney Jones,24.0,JAX,RCB,9.0,6.0,2.0,38.0,22.0,57.9,442.0,20.1,11.6,3.0,103.2,13.5,254.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,10.3,
462.0,Jamal Perry,26.0,MIA,DB,13.0,1.0,0.0,7.0,5.0,71.4,52.0,10.4,7.4,0.0,92.6,6.0,22.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,7.1,
463.0,Tanner Vallejo,26.0,ARI,LB,16.0,0.0,0.0,8.0,4.0,50.0,25.0,6.3,3.1,0.0,56.8,4.6,0.0,25.0,7.0,0.0,2.0,0.0,1.0,3.0,26.0,1.0,3.7,
464.0,Tavon Wilson,30.0,IND,DB,15.0,2.0,0.0,10.0,6.0,60.0,31.0,5.2,3.1,1.0,98.3,8.5,27.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,26.0,2.0,7.1,
465.0,Ricardo Allen,29.0,ATL,SS,12.0,12.0,2.0,23.0,13.0,56.5,278.0,21.4,12.1,3.0,102.9,18.0,223.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,3.8,
466.0,Damon Arnette,24.0,LVR,CB,9.0,7.0,0.0,32.0,25.0,78.1,309.0,12.4,9.7,0.0,106.9,10.6,221.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,34.2,
467.0,Michael Danna,23.0,KAN,DE,13.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,10.0,3.0,3.0,0.0,2.5,9.0,25.0,3.0,10.7,
468.0,Trey Hendrickson,26.0,NOR,RDE,15.0,15.0,0.0,2.0,2.0,100.0,20.0,10.0,10.0,0.0,108.3,3.5,7.0,13.0,2.0,7.0,11.0,0.0,13.5,33.0,25.0,2.0,7.4,
469.0,Justin Houston,31.0,IND,LDE,16.0,16.0,0.0,3.0,1.0,33.3,9.0,9.0,3.0,0.0,42.4,0.7,7.0,2.0,6.0,12.0,3.0,0.0,8.0,25.0,25.0,2.0,7.4,
470.0,Frankie Luvu,24.0,NYJ,LB,13.0,3.0,0.0,12.0,10.0,83.3,106.0,10.6,8.8,1.0,131.2,4.8,53.0,53.0,27.0,3.0,2.0,0.0,2.0,7.0,25.0,6.0,19.4,
471.0,Xavier McKinney,22.0,NYG,S,6.0,4.0,1.0,13.0,12.0,92.3,96.0,8.0,7.4,0.0,65.4,5.9,48.0,48.0,7.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,3.8,
472.0,Jacob Phillips,21.0,CLE,LB,9.0,3.0,0.0,13.0,12.0,92.3,108.0,9.0,8.3,0.0,101.3,2.6,27.0,81.0,7.0,1.0,1.0,0.0,0.0,2.0,25.0,1.0,3.8,
473.0,Jeremy Reaves,24.0,WAS,DB,9.0,3.0,1.0,10.0,7.0,70.0,98.0,14.0,9.8,0.0,61.7,16.1,84.0,14.0,5.0,1.0,0.0,0.0,1.0,2.0,25.0,2.0,7.4,
474.0,Dawuane Smoot,25.0,JAX,LDE,16.0,7.0,0.0,1.0,1.0,100.0,-2.0,-2.0,-2.0,0.0,79.2,-4.0,-4.0,2.0,0.0,13.0,11.0,0.0,5.5,31.0,25.0,6.0,19.4,
475.0,Angelo Blackson,28.0,ARI,NT,16.0,9.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,4.0,5.0,0.0,2.5,12.0,24.0,3.0,11.1,
476.0,Matthias Farley,28.0,NYJ,DB,16.0,2.0,0.0,12.0,3.0,25.0,22.0,7.3,1.8,2.0,79.2,10.1,8.0,14.0,15.0,0.0,1.0,0.0,0.0,1.0,24.0,4.0,14.3,
477.0,Phillip Gaines,29.0,HOU,DB,12.0,2.0,0.0,28.0,17.0,60.7,252.0,14.8,9.0,3.0,125.9,11.1,176.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,4.0,
478.0,Yetur Gross-Matos,22.0,CAR,RDE,12.0,7.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,5.0,4.0,0.0,2.5,12.0,24.0,1.0,4.0,
479.0,Holton Hill,23.0,MIN,DB,4.0,2.0,0.0,27.0,18.0,66.7,250.0,13.9,9.3,2.0,120.9,12.2,205.0,45.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,2.0,7.7,
480.0,Chris Jackson,22.0,TEN,S,11.0,3.0,0.0,27.0,21.0,77.8,229.0,10.9,8.5,1.0,114.4,9.0,126.0,103.0,8.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,14.3,
481.0,Tyquan Lewis,25.0,IND,DE,16.0,4.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,10.0,1.0,1.0,4.0,16.0,24.0,3.0,11.1,
