defense_ranker,defense_name_display,defense_age,defense_team_name_abbr,defense_pos,defense_games,defense_games_started,defense_def_int,defense_def_targets,defense_def_cmp,defense_def_cmp_pct,defense_def_cmp_yds,defense_def_yds_per_cmp,defense_def_yds_per_target,defense_def_cmp_td,defense_def_pass_rating,defense_def_tgt_yds_per_att,defense_def_air_yds,defense_def_yac,defense_blitzes,defense_qb_hurry,defense_qb_knockdown,defense_def_batted_passes,defense_sacks,defense_pressures,defense_tackles_combined,defense_tackles_missed,defense_tackles_missed_pct,defense_awards
112.0,David Long,25.0,TEN,LILB,10.0,9.0,2.0,41.0,29.0,70.7,200.0,6.9,4.9,0.0,61.0,4.6,63.0,137.0,23.0,1.0,2.0,0.0,0.0,3.0,75.0,13.0,14.8,
113.0,Kenny Young,27.0,2TM,RILB,13.0,13.0,0.0,46.0,40.0,87.0,437.0,10.9,9.5,1.0,113.5,2.7,105.0,332.0,27.0,7.0,0.0,1.0,2.0,9.0,75.0,8.0,9.6,
113.0,Kenny Young,27.0,LAR,MLB,7.0,7.0,0.0,29.0,24.0,82.8,266.0,11.1,9.2,0.0,104.9,2.9,57.0,209.0,12.0,4.0,0.0,1.0,2.0,6.0,46.0,5.0,9.8,
113.0,Kenny Young,27.0,DEN,RILB,6.0,6.0,0.0,17.0,16.0,94.1,171.0,10.7,10.1,1.0,128.2,2.5,48.0,123.0,15.0,3.0,0.0,0.0,0.0,3.0,29.0,3.0,9.4,
114.0,Alex Highsmith,24.0,PIT,ROLB,16.0,16.0,0.0,11.0,8.0,72.7,44.0,5.5,4.0,0.0,79.4,0.3,-4.0,48.0,63.0,12.0,7.0,0.0,6.0,26.0,74.0,6.0,7.5,
115.0,Nate Hobbs,22.0,LVR,DB,16.0,9.0,1.0,62.0,51.0,82.3,399.0,7.8,6.4,1.0,92.1,3.5,81.0,318.0,15.0,1.0,3.0,0.0,1.0,5.0,74.0,8.0,9.8,
116.0,Micah Hyde,31.0,BUF,FS,17.0,17.0,5.0,45.0,29.0,64.4,371.0,12.8,8.2,3.0,72.8,12.5,290.0,81.0,34.0,3.0,1.0,1.0,1.0,5.0,74.0,11.0,12.9,AP-2
117.0,Marcus Williams,25.0,NOR,FS,16.0,16.0,2.0,43.0,21.0,48.8,401.0,19.1,9.3,3.0,85.5,17.0,323.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,7.0,8.6,
118.0,Tyson Campbell,21.0,JAX,RCB,15.0,14.0,2.0,81.0,54.0,66.7,667.0,12.4,8.2,3.0,94.0,9.7,438.0,229.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,10.0,12.0,
119.0,Rayshawn Jenkins,27.0,JAX,SS,14.0,14.0,0.0,45.0,28.0,62.2,384.0,13.7,8.5,1.0,96.9,11.2,232.0,152.0,17.0,1.0,1.0,0.0,0.0,2.0,73.0,8.0,9.9,
120.0,Avonte Maddox,25.0,PHI,LB,16.0,5.0,1.0,74.0,56.0,75.7,412.0,7.4,5.6,1.0,87.2,4.6,177.0,235.0,12.0,0.0,2.0,0.0,0.5,3.0,73.0,7.0,8.8,
121.0,Jordan Whitehead,24.0,TAM,FS,14.0,14.0,2.0,57.0,36.0,63.2,308.0,8.6,5.4,0.0,62.6,6.1,145.0,163.0,30.0,2.0,1.0,0.0,0.0,3.0,73.0,11.0,13.1,
122.0,Anthony Barr,29.0,MIN,LLB,11.0,11.0,3.0,48.0,38.0,79.2,325.0,8.6,6.8,3.0,89.7,2.3,42.0,283.0,64.0,4.0,3.0,2.0,2.5,10.0,72.0,4.0,5.3,
123.0,Michael Carter II,22.0,NYJ,DB,15.0,7.0,0.0,73.0,55.0,75.3,551.0,10.0,7.5,1.0,100.9,6.5,283.0,268.0,26.0,3.0,1.0,1.0,1.0,5.0,72.0,8.0,10.0,
124.0,Anthony Harris,30.0,PHI,FS,14.0,14.0,1.0,45.0,23.0,51.1,280.0,12.2,6.2,1.0,68.7,10.0,163.0,117.0,5.0,0.0,1.0,0.0,0.0,1.0,72.0,2.0,2.7,
125.0,Austin Johnson,27.0,NYG,RDE,17.0,17.0,0.0,2.0,2.0,100.0,14.0,7.0,7.0,0.0,95.8,-1.0,-2.0,16.0,0.0,4.0,3.0,0.0,3.5,11.0,72.0,3.0,4.0,
126.0,Keanu Neal,26.0,DAL,MLB,14.0,5.0,0.0,38.0,30.0,78.9,278.0,9.3,7.3,0.0,97.1,3.8,109.0,169.0,10.0,0.0,1.0,0.0,1.0,2.0,72.0,13.0,15.3,
127.0,Anthony Brown,28.0,DAL,RCB,16.0,16.0,3.0,122.0,65.0,53.3,836.0,12.9,6.9,5.0,78.4,12.2,518.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,6.0,7.8,
128.0,Josh Hines-Allen,24.0,JAX,LOLB,16.0,15.0,1.0,9.0,5.0,55.6,67.0,13.4,7.4,0.0,39.8,4.0,19.0,48.0,29.0,9.0,6.0,1.0,7.5,23.0,71.0,5.0,6.6,
129.0,Eric Rowe,29.0,MIA,DB,17.0,4.0,0.0,67.0,46.0,68.7,373.0,8.1,5.6,3.0,97.4,5.7,218.0,155.0,24.0,0.0,1.0,0.0,0.0,1.0,71.0,6.0,7.8,
130.0,Andrew Van Ginkel,26.0,MIA,RLB,17.0,14.0,0.0,29.0,23.0,79.3,246.0,10.7,8.5,0.0,102.0,1.5,22.0,224.0,115.0,12.0,14.0,2.0,4.0,31.0,71.0,14.0,16.5,
131.0,Darious Williams,28.0,LAR,LCB,14.0,13.0,0.0,92.0,57.0,62.0,610.0,10.7,6.6,4.0,95.8,10.3,409.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,6.0,7.8,
132.0,Devin Bush Jr.,23.0,PIT,RILB,14.0,14.0,0.0,47.0,33.0,70.2,316.0,9.6,6.7,2.0,102.8,4.7,97.0,219.0,33.0,0.0,2.0,0.0,2.0,4.0,70.0,5.0,6.7,
133.0,Leonard Floyd,29.0,LAR,RLB,17.0,17.0,1.0,12.0,10.0,83.3,96.0,9.6,8.0,0.0,65.3,2.5,14.0,82.0,70.0,18.0,6.0,1.0,9.5,37.0,70.0,11.0,13.6,
134.0,Jevon Holland,21.0,MIA,FS,16.0,13.0,2.0,33.0,20.0,60.6,339.0,17.0,10.3,4.0,109.7,15.6,272.0,67.0,51.0,1.0,4.0,1.0,2.5,8.0,69.0,9.0,11.5,
135.0,DeForest Buckner,27.0,IND,LDT,17.0,16.0,0.0,2.0,2.0,100.0,12.0,6.0,6.0,0.0,91.7,-0.5,-1.0,13.0,3.0,8.0,11.0,1.0,7.0,27.0,68.0,5.0,6.8,PB
136.0,Marshon Lattimore,25.0,NOR,RCB,16.0,16.0,3.0,106.0,61.0,57.5,826.0,13.5,7.8,7.0,92.7,12.6,523.0,303.0,3.0,0.0,1.0,0.0,0.0,1.0,68.0,3.0,4.2,PB
137.0,Haason Reddick,27.0,CAR,RLB,16.0,16.0,0.0,12.0,9.0,75.0,51.0,5.7,4.3,0.0,82.3,2.6,13.0,38.0,62.0,14.0,5.0,0.0,11.0,33.0,68.0,4.0,5.6,
138.0,Derrick Barnes,22.0,DET,LB,17.0,6.0,0.0,22.0,19.0,86.4,305.0,16.1,13.9,2.0,149.1,6.3,111.0,194.0,11.0,0.0,0.0,0.0,2.0,2.0,67.0,6.0,8.2,
139.0,Duron Harmon,30.0,ATL,FS,17.0,17.0,2.0,40.0,29.0,72.5,393.0,13.6,9.8,2.0,99.3,9.9,257.0,136.0,12.0,0.0,1.0,0.0,0.0,1.0,67.0,2.0,2.9,
140.0,Dean Marlowe,29.0,DET,DB,16.0,9.0,0.0,30.0,24.0,80.0,290.0,12.1,9.7,1.0,118.1,9.7,227.0,63.0,19.0,3.0,1.0,0.0,0.0,4.0,67.0,5.0,6.9,
141.0,Reggie Ragland,28.0,NYG,LOLB,17.0,9.0,0.0,29.0,24.0,82.8,179.0,7.5,6.2,2.0,115.4,1.9,8.0,171.0,17.0,0.0,1.0,1.0,0.0,1.0,67.0,4.0,5.6,
142.0,A'Shawn Robinson,26.0,LAR,LDE,17.0,14.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,4.0,0.0,0.0,2.0,6.0,67.0,8.0,10.7,
143.0,Charvarius Ward,25.0,KAN,LCB,13.0,12.0,2.0,76.0,39.0,51.3,511.0,13.1,6.7,4.0,79.4,13.9,316.0,195.0,3.0,1.0,0.0,0.0,0.0,1.0,67.0,3.0,4.3,
144.0,Paulson Adebo,22.0,NOR,LCB,17.0,17.0,3.0,89.0,55.0,61.8,715.0,13.0,8.0,5.0,91.7,11.9,482.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,10.0,13.2,
145.0,Grant Delpit,23.0,CLE,SS,15.0,7.0,1.0,25.0,16.0,64.0,207.0,12.9,8.3,2.0,99.9,11.4,98.0,109.0,6.0,1.0,1.0,0.0,1.0,3.0,66.0,9.0,12.0,
146.0,Mike Hilton,27.0,CIN,DB,17.0,9.0,2.0,85.0,61.0,71.8,653.0,10.7,7.7,4.0,99.8,7.7,431.0,222.0,29.0,4.0,2.0,0.0,0.0,6.0,66.0,9.0,12.0,
147.0,Sidney Jones,25.0,SEA,LCB,16.0,11.0,0.0,77.0,47.0,61.0,419.0,8.9,5.4,2.0,84.3,8.5,265.0,154.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,3.0,4.3,
148.0,Julian Love,23.0,NYG,DB,17.0,5.0,1.0,45.0,32.0,71.1,330.0,10.3,7.3,2.0,97.5,7.5,213.0,117.0,12.0,0.0,1.0,0.0,0.5,2.0,66.0,4.0,5.7,
149.0,Justin Reid,24.0,HOU,SS,13.0,13.0,2.0,30.0,16.0,53.3,302.0,18.9,10.1,2.0,82.9,13.7,194.0,108.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,11.0,14.3,
150.0,Jaquiski Tartt,29.0,SFO,SS,14.0,14.0,0.0,33.0,19.0,57.6,196.0,10.3,5.9,2.0,95.0,10.7,145.0,51.0,5.0,0.0,1.0,0.0,0.0,1.0,66.0,10.0,13.2,
151.0,Kyle Van Noy,30.0,NWE,LILB,16.0,8.0,1.0,21.0,14.0,66.7,79.0,5.6,3.8,1.0,69.3,0.9,-2.0,81.0,48.0,11.0,2.0,5.0,5.0,18.0,66.0,6.0,8.3,
152.0,Davon Godchaux,27.0,NWE,NT,17.0,16.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,39.6,-6.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,5.0,65.0,2.0,3.0,
153.0,Charles Harris,26.0,DET,ROLB,17.0,14.0,0.0,9.0,8.0,88.9,41.0,5.1,4.6,1.0,122.7,1.3,9.0,32.0,31.0,19.0,7.0,0.0,7.5,34.0,65.0,6.0,8.5,
154.0,Chidobe Awuzie,26.0,CIN,RCB,14.0,14.0,2.0,91.0,53.0,58.2,494.0,9.3,5.4,3.0,75.1,11.9,301.0,193.0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,5.0,7.2,
155.0,Erik Harris,31.0,ATL,SS,12.0,12.0,0.0,41.0,28.0,68.3,309.0,11.0,7.5,1.0,98.5,9.3,196.0,113.0,9.0,1.0,1.0,0.0,0.5,3.0,64.0,11.0,14.7,
156.0,Dont'a Hightower,31.0,NWE,ROLB,15.0,15.0,0.0,31.0,28.0,90.3,238.0,8.5,7.7,1.0,109.4,3.3,96.0,142.0,36.0,7.0,1.0,1.0,1.5,10.0,64.0,10.0,13.5,
157.0,Byron Murphy,23.0,ARI,LCB,16.0,16.0,4.0,98.0,64.0,65.3,731.0,11.4,7.5,5.0,87.6,7.7,443.0,288.0,20.0,3.0,0.0,1.0,0.5,4.0,64.0,7.0,9.9,
158.0,Juan Thornhill,26.0,KAN,FS,17.0,12.0,1.0,25.0,17.0,68.0,239.0,14.1,9.6,2.0,108.6,12.8,161.0,78.0,10.0,1.0,1.0,0.0,0.0,2.0,64.0,4.0,5.9,
159.0,T.J. Watt,27.0,PIT,LOLB,15.0,15.0,0.0,4.0,4.0,100.0,41.0,10.3,10.3,0.0,109.4,3.0,12.0,29.0,45.0,15.0,13.0,6.0,22.5,52.0,64.0,13.0,16.9,"PB,AP-1,AP DPoY-1"
160.0,Arik Armstead,28.0,SFO,LDT/LDE,17.0,17.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,6.0,4.0,0.0,6.0,17.0,63.0,2.0,3.1,
161.0,Bashaud Breeland,29.0,MIN,RCB,13.0,13.0,2.0,88.0,56.0,63.6,778.0,13.9,8.8,7.0,109.0,11.0,493.0,285.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,13.0,17.1,
162.0,Brandin Echols,24.0,NYJ,RCB,14.0,14.0,2.0,75.0,46.0,61.3,599.0,13.0,8.0,1.0,79.8,10.9,421.0,178.0,2.0,0.0,0.0,0.0,0.0,0.0,63.0,11.0,14.9,
163.0,Javon Hargrave,28.0,PHI,LDT,16.0,16.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,79.2,-3.0,-3.0,3.0,0.0,6.0,10.0,1.0,7.5,24.0,63.0,2.0,3.1,PB
164.0,Bobby McCain,28.0,WAS,FS,17.0,16.0,4.0,32.0,20.0,62.5,311.0,15.6,9.7,1.0,65.5,13.1,213.0,98.0,4.0,0.0,0.0,0.0,0.0,0.0,63.0,8.0,11.3,
165.0,Darnell Savage Jr.,24.0,GNB,FS,17.0,17.0,2.0,57.0,37.0,64.9,496.0,13.4,8.7,8.0,117.4,11.5,244.0,252.0,5.0,2.0,0.0,0.0,0.0,2.0,63.0,10.0,13.7,
166.0,Khari Willis,25.0,IND,SS,11.0,10.0,2.0,27.0,20.0,74.1,344.0,17.2,12.7,4.0,124.6,10.9,235.0,109.0,26.0,1.0,0.0,0.0,1.5,3.0,63.0,3.0,4.5,
167.0,Jonathan Allen,26.0,WAS,LDT,17.0,17.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,8.0,16.0,0.0,9.0,34.0,62.0,3.0,4.6,PB
168.0,Ashtyn Davis,25.0,NYJ,SS/FS,13.0,10.0,2.0,33.0,26.0,78.8,407.0,15.7,12.3,3.0,123.1,10.1,168.0,239.0,8.0,0.0,0.0,0.0,0.5,1.0,62.0,10.0,13.9,
169.0,Marcus Epps,25.0,PHI,DB,16.0,3.0,1.0,28.0,22.0,78.6,280.0,12.7,10.0,2.0,117.3,10.7,218.0,62.0,3.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,6.1,
170.0,Amani Hooker,23.0,TEN,FS,12.0,12.0,1.0,35.0,24.0,68.6,269.0,11.2,7.7,0.0,79.3,7.7,133.0,136.0,4.0,0.0,0.0,0.0,0.0,0.0,62.0,7.0,10.1,
171.0,Sam Hubbard,26.0,CIN,LDE,16.0,16.0,0.0,5.0,3.0,60.0,14.0,4.7,2.8,0.0,64.6,0.4,-2.0,16.0,9.0,20.0,10.0,3.0,7.5,39.0,62.0,3.0,4.6,
172.0,Adoree' Jackson,26.0,NYG,RCB,13.0,12.0,1.0,73.0,38.0,52.1,353.0,9.3,4.8,2.0,69.0,10.7,252.0,101.0,2.0,0.0,0.0,0.0,0.0,0.0,62.0,6.0,8.8,
173.0,Elijah Molden,22.0,TEN,DB,16.0,7.0,1.0,61.0,41.0,67.2,489.0,11.9,8.0,3.0,101.1,6.6,224.0,265.0,37.0,5.0,1.0,0.0,0.0,6.0,62.0,9.0,12.7,
174.0,Zach Sieler,26.0,MIA,RDT,17.0,9.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,4.0,3.0,2.0,2.0,9.0,62.0,5.0,7.5,
175.0,Pete Werner,22.0,NOR,DB,15.0,8.0,0.0,28.0,21.0,75.0,134.0,6.4,4.8,0.0,84.5,2.9,28.0,106.0,12.0,0.0,1.0,0.0,0.0,1.0,62.0,1.0,1.6,
176.0,Donte Jackson,26.0,CAR,LCB,12.0,12.0,2.0,67.0,42.0,62.7,478.0,11.4,7.1,3.0,86.5,10.9,328.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,9.0,12.9,
177.0,John Johnson,26.0,CLE,FS,15.0,15.0,3.0,36.0,21.0,58.3,308.0,14.7,8.6,2.0,70.1,12.5,189.0,119.0,3.0,0.0,1.0,0.0,0.5,2.0,61.0,9.0,12.9,
178.0,Ernest Jones,22.0,LAR,MLB,15.0,7.0,2.0,43.0,32.0,74.4,226.0,7.1,5.3,1.0,74.4,3.5,61.0,165.0,20.0,0.0,1.0,0.0,1.0,3.0,61.0,4.0,6.2,
179.0,Jourdan Lewis,26.0,DAL,DB,16.0,13.0,3.0,76.0,52.0,68.4,686.0,13.2,9.0,3.0,93.4,8.5,381.0,305.0,9.0,0.0,1.0,0.0,1.5,3.0,61.0,9.0,12.9,
180.0,Fabian Moreau,27.0,ATL,RCB,16.0,16.0,0.0,88.0,55.0,62.5,647.0,11.8,7.4,8.0,115.1,10.1,404.0,243.0,3.0,0.0,0.0,0.0,0.0,0.0,61.0,8.0,11.6,
181.0,Daron Payne,24.0,WAS,RDT,17.0,17.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,13.0,9.0,0.0,4.5,27.0,61.0,9.0,12.9,
182.0,Lawrence Guy,31.0,NWE,RDE,17.0,17.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,4.0,3.0,0.0,1.5,9.0,60.0,6.0,9.1,
183.0,Neville Hewitt,28.0,HOU,MLB,17.0,5.0,0.0,11.0,9.0,81.8,99.0,11.0,9.0,0.0,104.2,3.6,40.0,59.0,14.0,0.0,1.0,0.0,0.0,1.0,60.0,2.0,3.2,
184.0,Matt Judon,29.0,NWE,LOLB,17.0,16.0,0.0,6.0,3.0,50.0,12.0,4.0,2.0,0.0,56.2,3.3,0.0,12.0,59.0,18.0,10.0,0.0,12.5,42.0,60.0,7.0,10.4,PB
185.0,Devin McCourty,34.0,NWE,FS,17.0,17.0,3.0,26.0,9.0,34.6,164.0,18.2,6.3,0.0,17.6,15.2,112.0,52.0,5.0,1.0,0.0,0.0,0.0,1.0,60.0,5.0,7.7,
186.0,Terrance Mitchell,29.0,HOU,RCB,14.0,13.0,1.0,76.0,45.0,59.2,556.0,12.4,7.3,5.0,98.4,9.1,410.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,8.0,11.8,
187.0,Tyus Bowser,26.0,BAL,ROLB/LILB,17.0,17.0,0.0,20.0,16.0,80.0,209.0,13.1,10.5,1.0,126.9,4.1,52.0,157.0,69.0,11.0,7.0,0.0,7.0,26.0,59.0,11.0,15.7,
188.0,Grady Jarrett,28.0,ATL,LDE,17.0,17.0,0.0,2.0,2.0,100.0,11.0,5.5,5.5,0.0,89.6,2.5,5.0,6.0,0.0,6.0,10.0,1.0,1.0,17.0,59.0,8.0,11.9,
189.0,Cameron Jordan,32.0,NOR,LDE,16.0,16.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,79.2,-2.5,-5.0,5.0,2.0,10.0,11.0,4.0,12.5,34.0,59.0,3.0,4.8,PB
190.0,Nik Needham,25.0,MIA,DB,17.0,5.0,2.0,63.0,41.0,65.1,459.0,11.2,7.3,0.0,73.4,7.1,225.0,234.0,20.0,0.0,1.0,0.0,1.0,2.0,59.0,5.0,7.8,
191.0,Baron Browning,22.0,DEN,LILB,14.0,9.0,0.0,37.0,27.0,73.0,290.0,10.7,7.8,0.0,95.6,2.8,54.0,236.0,28.0,0.0,1.0,0.0,0.0,1.0,58.0,5.0,7.9,
192.0,Ronnie Harrison,24.0,CLE,SS,12.0,11.0,1.0,31.0,19.0,61.3,251.0,13.2,8.1,6.0,113.0,6.3,118.0,133.0,8.0,0.0,0.0,0.0,1.0,1.0,58.0,3.0,4.9,
193.0,Marlon Humphrey,25.0,BAL,RCB,12.0,12.0,1.0,84.0,45.0,53.6,665.0,14.8,7.9,6.0,98.6,11.3,383.0,282.0,8.0,0.0,1.0,0.0,0.0,1.0,58.0,8.0,12.1,
194.0,J.C. Jackson,26.0,NWE,LCB,17.0,17.0,8.0,106.0,52.0,49.1,658.0,12.7,6.2,3.0,46.8,11.2,405.0,253.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,11.0,15.9,"PB,AP-2"
195.0,Byron Jones,29.0,MIA,LCB,16.0,16.0,0.0,90.0,54.0,60.0,729.0,13.5,8.1,4.0,100.6,11.3,444.0,285.0,3.0,0.0,0.0,0.0,0.0,0.0,58.0,2.0,3.3,
196.0,Rodney McLeod,31.0,PHI,SS,13.0,13.0,2.0,28.0,20.0,71.4,255.0,12.8,9.1,0.0,69.8,8.8,181.0,74.0,4.0,1.0,0.0,0.0,0.0,1.0,58.0,5.0,7.9,
197.0,Patrick Surtain II,21.0,DEN,LCB/RCB,16.0,15.0,4.0,96.0,49.0,51.0,545.0,11.1,5.7,3.0,61.3,11.4,382.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,5.0,7.9,
198.0,Levi Wallace,26.0,BUF,RCB,17.0,17.0,2.0,81.0,47.0,58.0,470.0,10.0,5.8,2.0,72.6,9.8,266.0,204.0,3.0,0.0,0.0,0.0,0.0,0.0,58.0,7.0,10.8,
199.0,Malcom Brown,27.0,JAX,NT,17.0,17.0,0.0,1.0,1.0,100.0,9.0,9.0,9.0,0.0,104.2,-5.0,-5.0,14.0,0.0,5.0,1.0,1.0,2.0,8.0,57.0,5.0,8.1,
200.0,Rasul Douglas,26.0,GNB,RCB,12.0,9.0,5.0,64.0,32.0,50.0,351.0,11.0,5.5,2.0,44.5,11.4,267.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,5.0,8.1,
201.0,Rashaan Evans,26.0,TEN,RILB,12.0,11.0,2.0,25.0,19.0,76.0,221.0,11.6,8.8,1.0,82.2,6.6,113.0,108.0,12.0,1.0,0.0,0.0,0.0,1.0,57.0,4.0,6.6,
202.0,Linval Joseph,33.0,LAC,NT,14.0,12.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,3.0,1.0,0.0,1.0,5.0,57.0,1.0,1.7,
203.0,Ben Niemann,26.0,KAN,LB,17.0,5.0,0.0,36.0,29.0,80.6,321.0,11.1,8.9,1.0,113.1,3.3,39.0,282.0,59.0,6.0,0.0,1.0,1.0,7.0,57.0,7.0,10.9,
204.0,Amani Oruwariye,25.0,DET,RCB,14.0,14.0,6.0,77.0,47.0,61.0,671.0,14.3,8.7,4.0,74.1,10.7,476.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,10.0,14.9,
205.0,Maxx Crosby,24.0,LVR,RDE,17.0,17.0,0.0,1.0,1.0,100.0,5.0,5.0,5.0,0.0,87.5,-3.0,-3.0,8.0,0.0,13.0,19.0,3.0,8.0,42.0,56.0,3.0,5.1,"PB,AP-2"
206.0,D.J. Jones,26.0,SFO,RDT,17.0,17.0,0.0,3.0,3.0,100.0,5.0,1.7,1.7,0.0,79.2,-4.7,-14.0,19.0,0.0,3.0,1.0,0.0,2.0,6.0,56.0,5.0,8.2,
207.0,Robert Spillane,26.0,PIT,LB,14.0,4.0,0.0,24.0,16.0,66.7,161.0,10.1,6.7,0.0,85.6,5.7,84.0,77.0,15.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0,6.7,
208.0,Jayon Brown,26.0,TEN,RILB,10.0,6.0,1.0,25.0,20.0,80.0,187.0,9.4,7.5,1.0,94.5,4.5,82.0,105.0,8.0,0.0,0.0,0.0,0.0,0.0,55.0,4.0,6.8,
209.0,Brandon Facyson,27.0,LVR,LCB,12.0,9.0,1.0,81.0,45.0,55.6,522.0,11.6,6.4,6.0,94.8,11.8,377.0,145.0,2.0,0.0,1.0,0.0,0.0,1.0,55.0,8.0,12.7,
210.0,Greg Gaines,25.0,LAR,RDT,17.0,13.0,0.0,3.0,2.0,66.7,8.0,4.0,2.7,0.0,70.1,-2.0,-4.0,12.0,0.0,9.0,6.0,0.0,4.5,21.0,55.0,5.0,8.3,
211.0,Lonnie Johnson Jr.,26.0,HOU,DB,14.0,7.0,3.0,38.0,22.0,57.9,380.0,17.3,10.0,2.0,76.6,12.8,292.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,6.0,9.8,
212.0,Tre'von Moehrig,22.0,LVR,FS,17.0,17.0,1.0,24.0,14.0,58.3,181.0,12.9,7.5,2.0,92.5,15.7,148.0,33.0,2.0,1.0,0.0,0.0,0.0,1.0,55.0,9.0,14.1,
213.0,George Odum,28.0,IND,SS,17.0,7.0,1.0,28.0,19.0,67.9,292.0,15.4,10.4,3.0,122.9,12.4,205.0,87.0,3.0,1.0,1.0,0.0,0.0,2.0,55.0,4.0,6.8,
214.0,Eric Stokes,22.0,GNB,LCB/RCB,16.0,14.0,1.0,97.0,48.0,49.5,511.0,10.6,5.3,3.0,71.3,13.0,376.0,135.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,6.0,9.8,
215.0,Ugo Amadi,24.0,SEA,DB,17.0,7.0,1.0,61.0,48.0,78.7,465.0,9.7,7.6,1.0,97.1,3.7,144.0,321.0,14.0,3.0,0.0,2.0,0.0,3.0,54.0,8.0,12.9,
216.0,Anthony Averett,27.0,BAL,LCB,14.0,14.0,3.0,101.0,56.0,55.4,768.0,13.7,7.6,3.0,77.5,11.3,513.0,255.0,3.0,1.0,0.0,0.0,0.0,1.0,54.0,8.0,12.9,
217.0,Michael Davis,26.0,LAC,LCB,14.0,14.0,1.0,86.0,46.0,53.5,534.0,11.6,6.2,5.0,87.1,9.6,332.0,202.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,6.0,10.0,
218.0,Jackrabbit Jenkins,33.0,TEN,LCB,14.0,13.0,1.0,90.0,55.0,61.1,639.0,11.6,7.1,6.0,100.2,9.7,396.0,243.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,3.0,5.3,
219.0,Dexter Lawrence,24.0,NYG,LDE,16.0,10.0,0.0,2.0,2.0,100.0,2.0,1.0,1.0,0.0,79.2,-3.0,-6.0,8.0,0.0,6.0,8.0,1.0,2.5,17.0,54.0,1.0,1.8,
220.0,Jeffery Simmons,24.0,TEN,DT,17.0,17.0,0.0,2.0,1.0,50.0,1.0,1.0,0.5,0.0,56.2,-4.0,-4.0,5.0,0.0,10.0,6.0,4.0,8.5,25.0,54.0,8.0,12.9,"PB,AP-2"
221.0,Cameron Dantzler,23.0,MIN,LCB,14.0,7.0,1.0,74.0,40.0,54.1,349.0,8.7,4.7,3.0,74.7,9.2,243.0,106.0,2.0,0.0,0.0,0.0,0.0,0.0,53.0,4.0,7.0,
222.0,Ronald Darby,27.0,DEN,RCB,11.0,11.0,0.0,70.0,38.0,54.3,470.0,12.4,6.7,2.0,84.8,12.6,371.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2.0,3.6,
223.0,Jamel Dean,25.0,TAM,LCB,15.0,11.0,2.0,66.0,32.0,48.5,319.0,10.0,4.8,0.0,50.0,9.2,203.0,116.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,4.0,7.0,
224.0,Poona Ford,26.0,SEA,NT,17.0,17.0,0.0,5.0,5.0,100.0,41.0,8.2,8.2,0.0,100.8,-0.6,-3.0,44.0,0.0,9.0,3.0,1.0,2.0,15.0,53.0,4.0,7.0,
225.0,Rudy Ford,27.0,JAX,DB,15.0,4.0,1.0,54.0,43.0,79.6,367.0,8.5,6.8,1.0,93.4,4.0,151.0,216.0,43.0,3.0,1.0,0.0,0.5,5.0,53.0,3.0,5.4,
226.0,Quinnen Williams,24.0,NYJ,LDT,15.0,15.0,0.0,2.0,2.0,100.0,28.0,14.0,14.0,0.0,118.7,-4.5,-9.0,37.0,0.0,4.0,5.0,3.0,6.0,16.0,53.0,3.0,5.4,
