defense_ranker,defense_name_display,defense_age,defense_team_name_abbr,defense_pos,defense_games,defense_games_started,defense_def_int,defense_def_targets,defense_def_cmp,defense_def_cmp_pct,defense_def_cmp_yds,defense_def_yds_per_cmp,defense_def_yds_per_target,defense_def_cmp_td,defense_def_pass_rating,defense_def_tgt_yds_per_att,defense_def_air_yds,defense_def_yac,defense_blitzes,defense_qb_hurry,defense_qb_knockdown,defense_def_batted_passes,defense_sacks,defense_pressures,defense_tackles_combined,defense_tackles_missed,defense_tackles_missed_pct,defense_awards
11.0,Deion Jones,27.0,ATL,LILB,16.0,16.0,0.0,84.0,66.0,78.6,584.0,8.8,7.0,5.0,115.5,2.6,162.0,422.0,39.0,3.0,1.0,0.0,2.0,6.0,137.0,17.0,11.0,
12.0,Alex Singleton,28.0,PHI,RLB,16.0,8.0,1.0,74.0,63.0,85.1,494.0,7.8,6.7,5.0,111.4,2.1,112.0,382.0,19.0,1.0,2.0,0.0,0.0,3.0,137.0,20.0,12.7,
13.0,Fred Warner,25.0,SFO,MLB,16.0,16.0,0.0,62.0,49.0,79.0,428.0,8.7,6.9,3.0,111.6,3.1,135.0,293.0,28.0,1.0,2.0,0.0,0.5,4.0,137.0,11.0,7.4,
14.0,Bobby Okereke,25.0,IND,MLB,17.0,17.0,2.0,73.0,54.0,74.0,427.0,7.9,5.8,4.0,94.9,3.6,150.0,277.0,38.0,1.0,1.0,0.0,1.0,3.0,132.0,11.0,7.7,
15.0,Tae Crowder,24.0,NYG,RILB,17.0,17.0,2.0,74.0,59.0,79.7,525.0,8.9,7.1,4.0,103.0,4.4,217.0,308.0,37.0,4.0,1.0,0.0,0.0,5.0,130.0,8.0,5.8,
16.0,T.J. Edwards,25.0,PHI,MLB,16.0,14.0,1.0,52.0,41.0,78.8,351.0,8.6,6.8,2.0,99.6,4.3,146.0,205.0,12.0,0.0,1.0,0.0,1.0,2.0,130.0,9.0,6.5,
17.0,Devin White,23.0,TAM,LILB,17.0,17.0,0.0,78.0,64.0,82.1,544.0,8.5,7.0,0.0,95.7,3.1,208.0,336.0,133.0,15.0,12.0,0.0,3.5,31.0,128.0,15.0,10.5,PB
18.0,Minkah Fitzpatrick,25.0,PIT,FS,16.0,16.0,2.0,56.0,35.0,62.5,429.0,12.3,7.7,2.0,83.1,10.8,272.0,157.0,3.0,0.0,0.0,0.0,0.0,0.0,124.0,13.0,9.5,
19.0,Shaquille Leonard,26.0,IND,LLB,16.0,16.0,4.0,61.0,43.0,70.5,435.0,10.1,7.1,3.0,79.6,4.6,163.0,272.0,42.0,2.0,3.0,0.0,0.0,5.0,122.0,6.0,4.7,"PB,AP-1"
20.0,Jalen Thompson,23.0,ARI,FS,17.0,12.0,3.0,61.0,41.0,67.2,502.0,12.2,8.2,5.0,99.2,10.1,356.0,146.0,5.0,0.0,2.0,0.0,0.0,2.0,121.0,7.0,5.5,
21.0,Derwin James,25.0,LAC,SS,15.0,15.0,2.0,60.0,34.0,56.7,327.0,9.6,5.5,1.0,63.7,7.5,163.0,164.0,21.0,2.0,4.0,0.0,2.0,9.0,118.0,9.0,7.1,"PB,AP CPoY-3"
22.0,Logan Ryan,30.0,NYG,SS/FS,15.0,15.0,0.0,52.0,35.0,67.3,442.0,12.6,8.5,2.0,106.4,9.5,316.0,126.0,31.0,4.0,1.0,1.0,1.0,6.0,117.0,8.0,6.4,
23.0,Johnathan Abram,25.0,LVR,SS,14.0,14.0,1.0,72.0,57.0,79.2,483.0,8.5,6.7,5.0,112.0,6.1,251.0,232.0,23.0,2.0,3.0,0.0,0.0,5.0,116.0,14.0,10.8,
24.0,Jordan Hicks,29.0,ARI,RILB,17.0,17.0,0.0,62.0,45.0,72.6,414.0,9.2,6.7,3.0,106.5,3.5,123.0,291.0,49.0,3.0,1.0,0.0,4.0,8.0,116.0,9.0,7.2,
25.0,Harrison Smith,32.0,MIN,SS,15.0,15.0,1.0,40.0,29.0,72.5,368.0,12.7,9.2,1.0,98.7,12.0,283.0,85.0,40.0,1.0,2.0,0.0,3.0,6.0,114.0,7.0,5.8,PB
26.0,Jordan Fuller,23.0,LAR,SS,16.0,16.0,1.0,63.0,42.0,66.7,567.0,13.5,9.0,2.0,99.1,11.2,351.0,216.0,2.0,0.0,0.0,0.0,0.0,0.0,113.0,9.0,7.4,
27.0,Anthony Walker,26.0,CLE,MLB,13.0,12.0,0.0,40.0,33.0,82.5,277.0,8.4,6.9,0.0,95.5,2.3,46.0,231.0,15.0,3.0,0.0,0.0,1.0,4.0,113.0,7.0,5.8,
28.0,Nick Bolton,21.0,KAN,RLB,16.0,12.0,0.0,45.0,36.0,80.0,429.0,11.9,9.5,1.0,113.8,4.3,145.0,284.0,35.0,5.0,3.0,1.0,0.0,8.0,112.0,4.0,3.4,
29.0,Joe Schobert,28.0,PIT,LILB,16.0,15.0,1.0,48.0,34.0,70.8,353.0,10.4,7.4,1.0,90.0,5.3,172.0,181.0,24.0,1.0,1.0,0.0,0.0,2.0,112.0,9.0,7.4,
30.0,Quincy Williams,25.0,NYJ,MLB,16.0,13.0,0.0,51.0,34.0,66.7,273.0,8.0,5.4,0.0,79.9,3.1,22.0,251.0,37.0,0.0,2.0,0.0,2.0,4.0,110.0,12.0,9.8,
31.0,Ja'Whaun Bentley,25.0,NWE,LILB,16.0,16.0,0.0,43.0,29.0,67.4,299.0,10.3,7.0,0.0,87.3,6.3,125.0,174.0,32.0,3.0,5.0,0.0,1.0,9.0,109.0,8.0,6.8,
32.0,Tremaine Edmunds,23.0,BUF,MLB,15.0,15.0,1.0,59.0,46.0,78.0,498.0,10.8,8.4,2.0,106.1,4.7,169.0,329.0,54.0,6.0,1.0,3.0,0.0,7.0,108.0,10.0,8.5,
33.0,Kamu Grugier-Hill,27.0,HOU,LLB,14.0,14.0,1.0,47.0,37.0,78.7,307.0,8.3,6.5,2.0,99.2,4.4,150.0,157.0,31.0,2.0,2.0,0.0,3.0,7.0,108.0,10.0,8.5,
34.0,Myles Jack,26.0,JAX,RILB,15.0,15.0,0.0,60.0,47.0,78.3,439.0,9.3,7.3,2.0,108.3,5.4,174.0,265.0,53.0,3.0,1.0,0.0,0.0,4.0,108.0,4.0,3.6,
35.0,Tracy Walker,26.0,DET,SS,15.0,15.0,1.0,48.0,30.0,62.5,440.0,14.7,9.2,2.0,97.6,13.5,307.0,133.0,10.0,0.0,0.0,0.0,1.0,1.0,108.0,11.0,9.2,
36.0,Xavier Woods,26.0,MIN,FS,17.0,17.0,3.0,50.0,30.0,60.0,525.0,17.5,10.5,6.0,110.4,13.7,346.0,179.0,8.0,0.0,0.0,0.0,1.0,1.0,108.0,7.0,6.1,
37.0,Jeremy Chinn,23.0,CAR,FS,16.0,16.0,1.0,51.0,33.0,64.7,303.0,9.2,5.9,5.0,105.3,6.3,141.0,162.0,46.0,4.0,4.0,0.0,1.0,9.0,107.0,12.0,10.1,
38.0,Damien Wilson,28.0,JAX,LILB,17.0,17.0,1.0,46.0,32.0,69.6,338.0,10.6,7.3,1.0,88.9,7.3,199.0,139.0,43.0,2.0,2.0,0.0,3.0,7.0,106.0,13.0,10.9,
39.0,Demario Davis,32.0,NOR,MLB,16.0,16.0,0.0,59.0,40.0,67.8,334.0,8.4,5.7,0.0,82.2,5.6,155.0,179.0,51.0,1.0,6.0,0.0,3.0,10.0,105.0,9.0,7.9,AP-2
40.0,Isaiah Simmons,23.0,ARI,LILB,17.0,17.0,1.0,71.0,49.0,69.0,473.0,9.7,6.7,2.0,90.9,5.8,204.0,269.0,59.0,2.0,2.0,2.0,1.5,6.0,105.0,11.0,9.5,
41.0,Shaq Thompson,27.0,CAR,LLB,14.0,13.0,2.0,56.0,39.0,69.6,306.0,7.8,5.5,0.0,68.0,3.6,127.0,179.0,45.0,0.0,4.0,0.0,2.0,6.0,104.0,14.0,11.9,
42.0,Azeez Al-Shaair,24.0,SFO,LLB,13.0,13.0,1.0,66.0,53.0,80.3,409.0,7.7,6.2,3.0,101.3,1.5,62.0,347.0,25.0,2.0,0.0,0.0,2.0,5.0,102.0,12.0,10.5,
43.0,Kenny Moore,26.0,IND,RCB,17.0,16.0,4.0,121.0,81.0,66.9,763.0,9.4,6.3,6.0,86.9,7.1,378.0,385.0,19.0,0.0,0.0,0.0,1.0,1.0,102.0,13.0,11.3,PB
44.0,Jayron Kearse,27.0,DAL,SS,16.0,15.0,2.0,65.0,40.0,61.5,416.0,10.4,6.4,2.0,77.5,6.8,179.0,237.0,24.0,2.0,5.0,0.0,1.0,8.0,101.0,4.0,3.8,
45.0,Logan Wilson,25.0,CIN,LLB,13.0,13.0,4.0,55.0,47.0,85.5,465.0,9.9,8.5,3.0,89.8,3.9,163.0,302.0,24.0,2.0,1.0,0.0,1.0,4.0,100.0,13.0,11.5,
46.0,Nasir Adderley,24.0,LAC,FS,15.0,15.0,0.0,49.0,30.0,61.2,398.0,13.3,8.1,6.0,126.5,11.3,249.0,149.0,3.0,0.0,1.0,0.0,0.5,2.0,99.0,16.0,13.9,
47.0,Kamren Curl,22.0,WAS,FS,16.0,14.0,0.0,59.0,35.0,59.3,347.0,9.9,5.9,3.0,93.0,8.3,230.0,117.0,22.0,1.0,1.0,1.0,1.0,3.0,99.0,6.0,5.7,
48.0,Budda Baker,25.0,ARI,SS,17.0,17.0,3.0,32.0,22.0,68.8,248.0,11.3,7.8,2.0,73.4,10.8,175.0,73.0,35.0,3.0,1.0,1.0,2.0,6.0,98.0,12.0,10.9,"PB,AP-2"
49.0,Cory Littleton,28.0,LVR,LLB,17.0,13.0,0.0,56.0,41.0,73.2,350.0,8.5,6.3,1.0,95.1,4.4,100.0,250.0,9.0,1.0,1.0,0.0,0.5,3.0,98.0,8.0,7.5,
50.0,Patrick Queen,22.0,BAL,RILB,17.0,17.0,0.0,52.0,43.0,82.7,451.0,10.5,8.7,2.0,115.6,3.8,112.0,339.0,46.0,2.0,1.0,0.0,2.0,5.0,98.0,14.0,12.5,
51.0,Vonn Bell,27.0,CIN,SS,16.0,16.0,1.0,57.0,43.0,75.4,525.0,12.2,9.2,3.0,113.6,8.9,280.0,245.0,24.0,5.0,0.0,1.0,0.5,6.0,97.0,10.0,9.3,
52.0,Lavonte David,31.0,TAM,RILB,12.0,12.0,0.0,67.0,54.0,80.6,401.0,7.4,6.0,3.0,106.5,2.7,109.0,292.0,41.0,1.0,2.0,1.0,2.0,5.0,97.0,9.0,8.5,
53.0,Quandre Diggs,28.0,SEA,FS,17.0,17.0,5.0,44.0,29.0,65.9,406.0,14.0,9.2,1.0,63.4,14.0,290.0,116.0,2.0,0.0,0.0,0.0,0.0,0.0,94.0,11.0,10.5,PB
54.0,Taylor Rapp,24.0,LAR,FS,17.0,17.0,4.0,58.0,43.0,74.1,565.0,13.1,9.7,4.0,98.7,8.5,312.0,253.0,17.0,0.0,1.0,0.0,1.5,3.0,94.0,11.0,10.5,
55.0,Adrian Amos,28.0,GNB,SS,17.0,17.0,2.0,63.0,39.0,61.9,442.0,11.3,7.0,6.0,101.4,9.7,259.0,183.0,7.0,0.0,0.0,0.0,0.0,0.0,93.0,8.0,7.9,
56.0,Will Harris,26.0,DET,FS,17.0,17.0,0.0,79.0,58.0,73.4,732.0,12.6,9.3,5.0,123.0,10.1,476.0,256.0,16.0,0.0,0.0,0.0,0.5,1.0,93.0,5.0,5.1,
57.0,Desmond King,27.0,HOU,LCB,16.0,12.0,3.0,100.0,66.0,66.0,752.0,11.4,7.5,5.0,92.6,8.5,447.0,305.0,6.0,0.0,0.0,0.0,0.0,0.0,93.0,9.0,8.8,
58.0,Christian Kirksey,29.0,HOU,MLB,13.0,12.0,1.0,40.0,28.0,70.0,373.0,13.3,9.3,1.0,97.2,9.2,208.0,165.0,24.0,0.0,2.0,0.0,0.0,2.0,93.0,8.0,7.9,
59.0,Xavier McKinney,23.0,NYG,FS/SS,17.0,16.0,5.0,56.0,38.0,67.9,443.0,11.7,7.9,3.0,72.2,9.6,252.0,191.0,3.0,1.0,0.0,0.0,0.0,1.0,93.0,10.0,9.7,
60.0,Jordan Poyer,30.0,BUF,SS,16.0,16.0,5.0,40.0,22.0,55.0,245.0,11.1,6.1,1.0,42.2,11.0,144.0,101.0,27.0,5.0,0.0,0.0,3.0,8.0,93.0,12.0,11.4,AP-1
61.0,Zach Cunningham,27.0,2TM,RLB,14.0,11.0,0.0,51.0,42.0,82.4,341.0,8.1,6.7,2.0,107.6,4.0,146.0,195.0,27.0,0.0,1.0,0.0,0.0,1.0,93.0,16.0,14.7,
61.0,Zach Cunningham,27.0,HOU,RLB,10.0,7.0,0.0,37.0,31.0,83.8,268.0,8.6,7.2,1.0,105.9,5.0,118.0,150.0,23.0,0.0,1.0,0.0,0.0,1.0,67.0,13.0,16.3,
61.0,Zach Cunningham,27.0,TEN,LB,4.0,4.0,0.0,14.0,11.0,78.6,73.0,6.6,5.2,1.0,112.2,1.5,28.0,45.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,10.3,
62.0,Jerome Baker,25.0,MIA,LLB,16.0,16.0,1.0,69.0,48.0,69.6,405.0,8.4,5.9,2.0,88.1,4.8,156.0,249.0,91.0,3.0,9.0,1.0,5.5,18.0,92.0,7.0,7.1,
63.0,Kyle Dugger,25.0,NWE,DB,15.0,13.0,4.0,50.0,32.0,64.0,295.0,9.2,5.9,3.0,66.7,7.6,177.0,118.0,11.0,0.0,2.0,0.0,0.0,2.0,92.0,9.0,8.9,
64.0,Adrian Phillips,29.0,NWE,SS,17.0,13.0,4.0,57.0,34.0,59.6,310.0,9.1,5.4,4.0,68.6,6.2,163.0,147.0,16.0,2.0,1.0,0.0,0.0,3.0,92.0,7.0,7.1,
65.0,Germaine Pratt,25.0,CIN,MLB,15.0,15.0,1.0,48.0,37.0,77.1,344.0,9.3,7.2,2.0,101.4,2.8,99.0,245.0,34.0,1.0,1.0,0.0,0.5,3.0,91.0,8.0,8.1,
66.0,Troy Reeder,27.0,LAR,LLB,17.0,10.0,2.0,57.0,46.0,80.7,387.0,8.4,6.8,3.0,97.9,2.9,123.0,264.0,18.0,1.0,2.0,1.0,2.0,5.0,91.0,15.0,14.2,
67.0,Terrell Edmunds,24.0,PIT,SS,17.0,17.0,2.0,53.0,30.0,56.6,224.0,7.5,4.2,2.0,63.7,5.8,111.0,113.0,10.0,2.0,0.0,0.0,1.0,3.0,89.0,10.0,10.1,
68.0,Cameron Heyward,32.0,PIT,DT,17.0,17.0,1.0,3.0,1.0,33.3,7.0,7.0,2.3,0.0,2.8,-4.0,-4.0,11.0,0.0,15.0,6.0,8.0,10.0,32.0,89.0,5.0,5.3,"PB,AP-1"
69.0,Christian Wilkins,26.0,MIA,RDE,17.0,17.0,0.0,1.0,1.0,100.0,19.0,19.0,19.0,0.0,118.7,3.0,3.0,16.0,0.0,5.0,7.0,3.0,4.5,17.0,89.0,5.0,5.3,
70.0,Jessie Bates III,24.0,CIN,FS,15.0,15.0,1.0,45.0,36.0,80.0,538.0,14.9,12.0,2.0,122.0,12.0,417.0,121.0,10.0,2.0,0.0,0.0,0.0,2.0,88.0,7.0,7.4,
71.0,Kevin Byard,28.0,TEN,SS,17.0,17.0,5.0,58.0,30.0,51.7,428.0,14.3,7.4,5.0,68.7,10.2,258.0,170.0,19.0,1.0,2.0,0.0,1.0,4.0,88.0,2.0,2.2,"PB,AP-1"
72.0,Jermaine Carter Jr.,26.0,CAR,MLB,17.0,17.0,0.0,38.0,29.0,76.3,272.0,9.4,7.2,1.0,104.3,4.1,94.0,178.0,37.0,3.0,3.0,0.0,0.0,6.0,88.0,15.0,14.6,
73.0,Kareem Jackson,33.0,DEN,SS,15.0,15.0,1.0,36.0,28.0,77.8,343.0,12.3,9.5,2.0,113.3,9.6,203.0,140.0,1.0,0.0,0.0,0.0,1.0,1.0,88.0,11.0,11.1,
74.0,Antoine Winfield Jr.,23.0,TAM,SS,13.0,13.0,2.0,45.0,33.0,73.3,358.0,10.8,8.0,2.0,92.6,10.6,233.0,125.0,21.0,2.0,1.0,0.0,2.0,5.0,88.0,12.0,12.0,PB
75.0,Andrew Wingard,25.0,JAX,SS,15.0,15.0,1.0,29.0,21.0,72.4,213.0,10.1,7.3,4.0,118.2,7.7,110.0,103.0,13.0,1.0,0.0,0.0,1.0,2.0,88.0,17.0,16.2,
76.0,Jamal Adams,26.0,SEA,SS,12.0,12.0,2.0,51.0,30.0,58.8,403.0,13.4,7.9,4.0,93.8,8.2,176.0,227.0,44.0,5.0,1.0,1.0,0.0,6.0,87.0,7.0,7.4,
77.0,Alec Ogletree,30.0,CHI,LILB,16.0,16.0,0.0,34.0,26.0,76.5,248.0,9.5,7.3,1.0,106.0,6.6,94.0,154.0,19.0,1.0,2.0,0.0,0.0,3.0,87.0,10.0,10.3,
78.0,Matt Milano,27.0,BUF,LLB,16.0,16.0,0.0,58.0,32.0,55.2,252.0,7.9,4.3,1.0,71.9,4.3,93.0,159.0,58.0,4.0,3.0,0.0,3.0,10.0,86.0,11.0,11.3,
79.0,Tavierre Thomas,25.0,HOU,DB,17.0,8.0,2.0,42.0,26.0,61.9,217.0,8.3,5.2,1.0,63.3,5.7,115.0,102.0,29.0,1.0,1.0,0.0,0.0,2.0,86.0,5.0,5.5,
80.0,Nick Vigil,28.0,MIN,RLB,16.0,12.0,1.0,49.0,41.0,83.7,369.0,9.0,7.5,0.0,89.5,3.3,131.0,238.0,25.0,5.0,1.0,0.0,1.0,7.0,85.0,7.0,7.6,
81.0,Aaron Donald,30.0,LAR,LDT,17.0,17.0,0.0,1.0,1.0,100.0,-4.0,-4.0,-4.0,0.0,79.2,-6.0,-6.0,2.0,0.0,16.0,10.0,3.0,12.5,41.0,84.0,6.0,6.7,"PB,AP-1,AP DPoY-3"
82.0,Micah Parsons,22.0,DAL,LLB,16.0,16.0,0.0,36.0,22.0,61.1,160.0,7.3,4.4,0.0,71.5,3.1,37.0,123.0,114.0,16.0,17.0,1.0,13.0,47.0,84.0,10.0,10.6,"PB,AP-1,AP DPoY-2,AP DRoY-1"
83.0,Elandon Roberts,27.0,MIA,MLB,17.0,15.0,1.0,21.0,13.0,61.9,128.0,9.8,6.1,2.0,91.0,5.8,38.0,90.0,15.0,3.0,1.0,0.0,1.0,5.0,83.0,14.0,14.4,
84.0,Jalen Reeves-Maybin,26.0,DET,RILB,15.0,11.0,0.0,38.0,26.0,68.4,187.0,7.2,4.9,2.0,97.1,2.9,36.0,151.0,46.0,2.0,1.0,2.0,0.0,3.0,82.0,9.0,9.9,
85.0,Krys Barnes,23.0,GNB,LILB,16.0,13.0,0.0,54.0,47.0,87.0,410.0,8.7,7.6,2.0,110.6,2.6,111.0,299.0,14.0,1.0,0.0,0.0,1.0,2.0,81.0,10.0,11.0,
86.0,Landon Collins,27.0,WAS,SS,13.0,13.0,2.0,61.0,43.0,70.5,508.0,11.8,8.3,8.0,121.4,6.1,294.0,214.0,25.0,0.0,0.0,0.0,3.0,3.0,81.0,13.0,13.8,
87.0,AJ Terrell,23.0,ATL,LCB,16.0,16.0,3.0,86.0,43.0,50.0,417.0,9.7,4.8,3.0,61.0,9.6,218.0,199.0,4.0,0.0,0.0,0.0,1.0,1.0,81.0,6.0,6.9,AP-2
88.0,Leonard Williams,27.0,NYG,NT,17.0,17.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,6.0,8.0,1.0,6.5,22.0,81.0,2.0,2.4,
89.0,Chuck Clark,26.0,BAL,SS,16.0,16.0,2.0,48.0,27.0,56.3,419.0,15.5,8.7,2.0,81.9,9.4,248.0,171.0,39.0,5.0,0.0,3.0,1.0,6.0,80.0,8.0,9.1,
90.0,Anthony Hitchens,29.0,KAN,MLB,15.0,15.0,1.0,33.0,22.0,66.7,224.0,10.2,6.8,1.0,83.4,3.1,75.0,149.0,18.0,2.0,2.0,0.0,0.0,4.0,80.0,4.0,4.8,
91.0,Justin Simmons,28.0,DEN,FS,17.0,17.0,5.0,54.0,32.0,59.3,455.0,14.2,8.4,3.0,66.5,9.4,222.0,233.0,7.0,1.0,0.0,0.0,1.5,3.0,80.0,6.0,7.0,AP-2
92.0,Bryce Hall,24.0,NYJ,LCB,17.0,17.0,0.0,109.0,69.0,63.3,794.0,11.5,7.3,7.0,106.6,12.7,569.0,225.0,11.0,1.0,1.0,0.0,0.5,3.0,79.0,5.0,6.0,
93.0,Malcolm Jenkins,34.0,NOR,SS,16.0,16.0,1.0,68.0,39.0,57.4,413.0,10.6,6.1,2.0,78.9,8.4,218.0,195.0,39.0,4.0,1.0,0.0,1.0,6.0,79.0,12.0,13.2,
94.0,Brandon Jones,23.0,MIA,SS,15.0,13.0,1.0,33.0,27.0,81.8,330.0,12.2,10.0,0.0,95.7,7.3,193.0,137.0,69.0,4.0,5.0,0.0,5.0,14.0,79.0,11.0,12.2,
95.0,Alex Anzalone,27.0,DET,LILB,14.0,14.0,1.0,39.0,27.0,69.2,237.0,8.8,6.1,0.0,74.4,5.0,95.0,142.0,37.0,0.0,1.0,0.0,1.0,2.0,78.0,15.0,16.1,
96.0,D.J. Reed,25.0,SEA,RCB,14.0,14.0,2.0,88.0,42.0,47.7,507.0,12.1,5.8,3.0,67.8,10.6,344.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,6.0,7.1,
97.0,Brandon Stephens,24.0,BAL,FS,17.0,11.0,0.0,41.0,31.0,75.6,387.0,12.5,9.4,3.0,128.8,10.0,243.0,144.0,23.0,0.0,1.0,0.0,0.0,1.0,78.0,5.0,6.0,
98.0,Kendall Fuller,26.0,WAS,LCB,16.0,16.0,1.0,113.0,76.0,67.3,805.0,10.6,7.1,4.0,95.9,9.4,535.0,270.0,6.0,1.0,0.0,0.0,1.0,2.0,77.0,9.0,10.5,
99.0,Jalen Ramsey,27.0,LAR,RCB,16.0,16.0,4.0,98.0,58.0,59.2,624.0,10.8,6.4,3.0,71.1,8.4,321.0,303.0,16.0,3.0,1.0,0.0,0.0,4.0,77.0,5.0,6.1,"PB,AP-1"
100.0,Leighton Vander Esch,24.0,DAL,RLB,17.0,16.0,1.0,38.0,27.0,71.1,263.0,9.7,6.9,1.0,87.9,1.8,37.0,226.0,36.0,3.0,0.0,0.0,1.0,4.0,77.0,8.0,9.4,
101.0,Jimmie Ward,30.0,SFO,FS,16.0,16.0,2.0,44.0,26.0,59.1,315.0,12.1,7.2,4.0,92.5,11.3,191.0,124.0,10.0,1.0,0.0,0.0,0.0,1.0,77.0,0.0,0.0,
102.0,Josh Bynes,32.0,BAL,LILB,14.0,12.0,0.0,31.0,18.0,58.1,173.0,9.6,5.6,1.0,84.5,5.4,99.0,74.0,22.0,1.0,1.0,0.0,2.0,4.0,76.0,5.0,6.2,
103.0,Jamin Davis,23.0,WAS,MLB,16.0,8.0,0.0,42.0,36.0,85.7,328.0,9.1,7.8,1.0,107.1,3.9,126.0,202.0,48.0,2.0,2.0,0.0,1.0,5.0,76.0,11.0,12.6,
104.0,Eddie Jackson,28.0,CHI,FS,14.0,14.0,0.0,41.0,27.0,65.9,463.0,17.1,11.3,6.0,143.6,12.0,326.0,137.0,5.0,0.0,0.0,0.0,0.0,0.0,76.0,8.0,9.5,
105.0,Taron Johnson,25.0,BUF,RLB,16.0,15.0,1.0,69.0,38.0,55.1,396.0,10.4,5.7,2.0,75.5,6.1,148.0,248.0,18.0,2.0,0.0,0.0,3.0,5.0,76.0,13.0,14.6,
106.0,Tyrann Mathieu,29.0,KAN,SS,16.0,16.0,3.0,52.0,36.0,69.2,419.0,11.6,8.1,3.0,88.5,5.9,175.0,244.0,34.0,5.0,0.0,1.0,1.0,6.0,76.0,8.0,9.5,PB
107.0,Eric Murray,27.0,HOU,FS,16.0,11.0,1.0,37.0,23.0,62.2,364.0,15.8,9.8,2.0,101.6,12.3,238.0,126.0,4.0,0.0,0.0,0.0,0.0,0.0,76.0,7.0,8.4,
108.0,Jeremiah Owusu-Koramoah,22.0,CLE,LLB,14.0,10.0,0.0,38.0,24.0,63.2,141.0,5.9,3.7,0.0,70.2,1.3,16.0,125.0,38.0,1.0,1.0,1.0,1.5,5.0,76.0,16.0,17.4,
109.0,L'Jarius Sneed,24.0,KAN,RCB,15.0,15.0,2.0,80.0,55.0,68.8,585.0,10.6,7.3,3.0,91.9,7.5,309.0,276.0,47.0,4.0,2.0,0.0,1.0,7.0,76.0,11.0,12.6,
110.0,Drue Tranquill,26.0,LAC,RILB,14.0,7.0,0.0,33.0,26.0,78.8,234.0,9.0,7.1,2.0,116.4,0.8,0.0,234.0,27.0,4.0,1.0,0.0,1.5,7.0,76.0,4.0,5.0,
111.0,Harold Landry,25.0,TEN,ROLB,17.0,17.0,0.0,27.0,23.0,85.2,211.0,9.2,7.8,2.0,123.9,2.2,64.0,147.0,35.0,21.0,9.0,0.0,12.0,43.0,75.0,4.0,5.1,PB
