feature,importance,importance_pct,cumsum_pct
delta_punts_blocked_season_avg,0.0033274132829240926,0.33274132829240927,69.93007180409887
delta_sacks_made_vol8,0.0033189077834039297,0.331890778340393,70.26196258243927
delta_opp_4d_att_recent_ratio,0.00329509174654886,0.329509174654886,70.59147175709415
delta_plays_pre8,0.0032558037489880715,0.32558037489880715,70.91705213199295
delta_sacks_allowed_season_avg,0.0032450253438713423,0.3245025343871342,71.2415546663801
delta_pressures_allowed_trend8,0.0032110271656840745,0.32110271656840744,71.5626573829485
delta_turnovers_take_vol8,0.003101378440824619,0.3101378440824619,71.87279522703096
delta_opp_3d_conv_vol8,0.0030863777963621754,0.3086377796362175,72.18143300666718
delta_opp_first_downs_vol8,0.0030699874400414323,0.30699874400414323,72.48843175067132
delta_blitzes_sent_vol8,0.003061016485120107,0.3061016485120107,72.79453339918334
delta_pressures_made_vol8,0.003049095293551836,0.3049095293551836,73.09944292853852
delta_plays_vol8,0.0030289806040215087,0.3028980604021509,73.40234098894067
delta_fumbles_recovered_vol8,0.0030137810479811157,0.30137810479811156,73.70371909373877
delta_rush_td_vol8,0.00298247834441657,0.29824783444165703,74.00196692818042
delta_points_against_season_avg,0.002965912986942695,0.2965912986942695,74.2985582268747
delta_seconds_per_play_ema8,0.0029401852612081186,0.29401852612081186,74.59257675299551
delta_penalties_vol8,0.002935395115491955,0.2935395115491955,74.8861162645447
delta_sacks_allowed_trend8,0.0029195468896592667,0.2919546889659267,75.17807095351063
delta_rush_att_recent_ratio,0.0029165119539770333,0.29165119539770334,75.46972214890832
delta_punt_yards_vol8,0.0029153087454769243,0.29153087454769244,75.76125302345602
delta_punts_vol8,0.002895150321464138,0.2895150321464138,76.05076805560243
delta_punt_yards_per_punt_recent_ratio,0.0028887249017048406,0.28887249017048405,76.33964054577292
delta_opp_first_downs_rush_ema8,0.0028541894520356715,0.28541894520356714,76.62505949097648
delta_plays_recent_ratio,0.0028324136198492715,0.28324136198492716,76.90830085296142
delta_punt_yards_per_punt_season_avg,0.002803764809849598,0.28037648098495976,77.18867733394637
delta_opp_4d_conv_trend8,0.0027989397693826286,0.27989397693826285,77.46857131088464
delta_opp_4d_conv_vol8,0.0027812591167327254,0.27812591167327255,77.74669722255791
open_spread_home,0.002779589234343564,0.2779589234343564,78.02465614599227
delta_opp_3d_att_pre8,0.0027634235859674357,0.27634235859674355,78.30099850458902
delta_pressures_made_trend8,0.0027441210917073184,0.27441210917073183,78.57541061375974
delta_rush_att_trend8,0.0027226284113980367,0.27226284113980365,78.84767345489955
delta_rush_ypa_recent_ratio,0.002679392406544697,0.26793924065446967,79.11561269555402
delta_fumbles_lost_recent_ratio,0.0026734960050878794,0.2673496005087879,79.38296229606281
delta_opp_first_downs_rush_pre8,0.002659995577798958,0.2659995577798958,79.6489618538427
delta_pressures_allowed_ema8,0.002646731883270875,0.2646731883270875,79.9136350421698
delta_turnovers_give_pre8,0.002637364406552772,0.2637364406552772,80.17737148282508
delta_opp_3d_pct_recent_ratio,0.002605566722835127,0.2605566722835127,80.43792815510858
delta_plays_trend8,0.002563815071143784,0.2563815071143784,80.69430966222296
open_total,0.0025575037539331408,0.2557503753933141,80.95006003761628
delta_hurries_allowed_ema8,0.002494208835167025,0.2494208835167025,81.19948092113299
delta_punt_yards_ema8,0.0024939458319169893,0.24939458319169894,81.44887550432468
delta_opp_3d_pct_trend8,0.0024919907884794535,0.24919907884794534,81.69807458317263
delta_rush_ypa_pre8,0.002491199777891799,0.2491199777891799,81.9471945609618
delta_rush_td_ema8,0.0024572347437170064,0.24572347437170064,82.1929180353335
delta_blitzes_faced_trend8,0.00245251557158072,0.245251557158072,82.43816959249159
delta_opp_4d_conv_ema8,0.0024413549850493916,0.24413549850493915,82.68230509099652
delta_hurries_allowed_trend8,0.0023956478693841275,0.23956478693841274,82.92186987793494
delta_rush_yds_season_avg,0.002383447669316816,0.23834476693168158,83.16021464486663
delta_blitzes_faced_season_avg,0.0023664087595968693,0.23664087595968694,83.3968555208263
close_total,0.0023617669753277877,0.23617669753277876,83.63303221835908
delta_penalties_trend8,0.0023398133986556645,0.23398133986556646,83.86701355822464
delta_rush_att_pre8,0.0023388073939223865,0.23388073939223866,84.10089429761688
delta_punts_trend8,0.002335534735915456,0.2335534735915456,84.33444777120842
delta_fumbles_recovered_ema8,0.002321561394872497,0.2321561394872497,84.56660391069568
delta_blitzes_sent_ema8,0.002314218630024396,0.2314218630024396,84.7980257736981
delta_yards_per_play_vol8,0.0022945180593400708,0.22945180593400707,85.02747757963212
delta_blitzes_sent_trend8,0.0022926428065470485,0.22926428065470483,85.25674186028682
delta_hurries_made_recent_ratio,0.0022870231710084453,0.22870231710084452,85.48544417738768
delta_sacks_made_trend8,0.0022838707818230285,0.22838707818230286,85.71383125556997
delta_opp_first_downs_pen_ema8,0.0022625388254389283,0.22625388254389284,85.94008513811386
delta_turnovers_take_trend8,0.002203567560505072,0.2203567560505072,86.16044189416438
delta_opp_3d_conv_season_avg,0.002200492989137852,0.2200492989137852,86.38049119307816
delta_opp_3d_att_ema8,0.002196291660444715,0.2196291660444715,86.60012035912263
delta_rush_td_recent_ratio,0.002144242060091507,0.21442420600915071,86.81454456513178
delta_seconds_per_play_trend8,0.0021437973426652974,0.21437973426652973,87.02892429939831
delta_fumbles_recovered_recent_ratio,0.002112421812578874,0.2112421812578874,87.2401664806562
delta_punt_yards_per_punt_vol8,0.0020943553548178617,0.20943553548178617,87.44960201613799
delta_seconds_per_play_pre8,0.0020862232634380447,0.20862232634380448,87.65822434248179
delta_opp_first_downs_pass_ema8,0.002081688351586472,0.2081688351586472,87.86639317764043
delta_opp_4d_pct_recent_ratio,0.0020597051815351122,0.20597051815351122,88.07236369579394
delta_opp_3d_conv_recent_ratio,0.0020441177053316458,0.2044117705331646,88.27677546632711
delta_penalties_ema8,0.002028384169134633,0.20283841691346333,88.47961388324057
delta_punt_yards_per_punt_pre8,0.0019285859695207209,0.19285859695207208,88.67247248019264
delta_yards_per_play_trend8,0.0019103356740673247,0.19103356740673247,88.86350604759937
delta_yards_per_play_allowed_ema8,0.001870402965811391,0.1870402965811391,89.05054634418052
delta_rush_att_season_avg,0.0018678572639874078,0.18678572639874078,89.23733207057926
delta_opp_4d_pct_ema8,0.0018593117145256305,0.18593117145256305,89.42326324203181
delta_rush_yds_trend8,0.001851859192612728,0.1851859192612728,89.6084491612931
delta_opp_first_downs_pen_recent_ratio,0.0018445376033372227,0.18445376033372227,89.79290292162682
delta_fumbles_lost_ema8,0.0018371117852879165,0.18371117852879165,89.9766141001556
delta_pressures_made_recent_ratio,0.001830630489105114,0.1830630489105114,90.15967714906611
delta_penalty_yards_trend8,0.0018087305483799796,0.18087305483799795,90.34055020390412
delta_rush_att_ema8,0.0017856673883006836,0.17856673883006835,90.51911694273417
delta_yards_per_play_allowed_trend8,0.0017640879983106391,0.17640879983106392,90.69552574256524
delta_yards_per_play_allowed_recent_ratio,0.0017518928240026301,0.17518928240026302,90.8707150249655
delta_fumbles_lost_vol8,0.0017505191475867424,0.17505191475867424,91.04576693972419
delta_opp_first_downs_pen_pre8,0.0016978547002892707,0.16978547002892708,91.21555240975312
delta_opp_4d_conv_recent_ratio,0.0016816782515281577,0.16816782515281578,91.38372023490592
delta_penalty_yards_recent_ratio,0.001668548780408049,0.1668548780408049,91.55057511294673
delta_opp_4d_pct_vol8,0.001667742577672831,0.1667742577672831,91.71734937071402
delta_ints_thrown_pre8,0.0016537473211542435,0.16537473211542436,91.88272410282944
delta_sacks_made_season_avg,0.0016463022749566264,0.16463022749566264,92.0473543303251
delta_ints_got_season_avg,0.0016276069900665504,0.16276069900665505,92.21011502933176
delta_points_for_trend8,0.0016223601965310564,0.16223601965310563,92.37235104898487
delta_opp_first_downs_rush_season_avg,0.0016095023401946477,0.16095023401946476,92.53330128300433
delta_sacks_made_ema8,0.0016060460089378367,0.16060460089378367,92.69390588389813
delta_turnovers_give_vol8,0.0016020440683538436,0.16020440683538437,92.8541102907335
delta_rush_td_season_avg,0.0016005350982222606,0.16005350982222605,93.01416380055572
delta_punts_ema8,0.001598553674783111,0.1598553674783111,93.17401916803404
delta_opp_3d_conv_pre8,0.001579266559510787,0.15792665595107871,93.33194582398512
delta_plays_season_avg,0.0015711422145192775,0.15711422145192774,93.48906004543704
delta_punt_yards_per_punt_trend8,0.0015702108866497044,0.15702108866497044,93.646081134102
delta_opp_3d_conv_trend8,0.0015529857980774776,0.15529857980774775,93.80137971390977
delta_opp_first_downs_ema8,0.001541968539424391,0.1541968539424391,93.95557656785219
delta_opp_4d_att_vol8,0.0015393683301342137,0.15393683301342137,94.10951340086562
delta_ints_got_recent_ratio,0.001524635749677069,0.1524635749677069,94.26197697583333
delta_blitzes_faced_recent_ratio,0.0015170962541544597,0.15170962541544597,94.41368660124877
delta_rush_ypa_trend8,0.00151120587202762,0.151120587202762,94.56480718845152
delta_rush_td_pre8,0.0015098395548601598,0.15098395548601598,94.71579114393755
delta_blitzes_faced_vol8,0.0014867104797604614,0.14867104797604613,94.86446219191359
delta_pressures_allowed_pre8,0.0014454909512945013,0.14454909512945013,95.00901128704304
delta_turnovers_take_season_avg,0.0014403070835893696,0.14403070835893697,95.15304199540198
delta_sacks_made_recent_ratio,0.0014361707897366485,0.14361707897366485,95.29665907437564
delta_turnovers_give_trend8,0.0013792959851164413,0.13792959851164413,95.43458867288729
delta_yards_per_play_ema8,0.001368154609762941,0.1368154609762941,95.57140413386358
delta_opp_first_downs_pass_trend8,0.0013653023942636559,0.13653023942636558,95.70793437328994
delta_opp_3d_att_trend8,0.001312700306351435,0.1312700306351435,95.8392044039251
delta_opp_first_downs_recent_ratio,0.0012755811525661698,0.12755811525661698,95.96676251918171
delta_opp_4d_pct_season_avg,0.0012557084115721365,0.12557084115721365,96.09233336033893
delta_opp_4d_conv_pre8,0.0012259516329970865,0.12259516329970865,96.21492852363865
delta_seconds_per_play_season_avg,0.0012212408974769488,0.12212408974769488,96.33705261338635
delta_opp_first_downs_pass_pre8,0.0011986319930074208,0.11986319930074207,96.45691581268709
delta_pressures_allowed_season_avg,0.0011984248174442761,0.11984248174442762,96.57675829443151
delta_penalties_pre8,0.0011851840054573329,0.11851840054573329,96.69527669497724
delta_opp_3d_pct_season_avg,0.0011627243950723507,0.11627243950723506,96.81154913448448
delta_opp_4d_att_trend8,0.0011355360028116946,0.11355360028116945,96.92510273476564
delta_opp_3d_pct_pre8,0.0011054060384383827,0.11054060384383826,97.03564333860947
delta_opp_3d_pct_ema8,0.001085000037885069,0.1085000037885069,97.14414334239798
delta_points_against_trend8,0.0010799994415193522,0.10799994415193523,97.25214328654992
delta_blitzes_sent_season_avg,0.0010430868403693992,0.10430868403693992,97.35645197058686
delta_ints_got_vol8,0.0010298874915100284,0.10298874915100284,97.45944071973786
delta_pressures_made_ema8,0.0010126657928536825,0.10126657928536825,97.56070729902322
delta_yards_per_play_allowed_pre8,0.0009940021115059756,0.09940021115059756,97.66010751017382
delta_punts_blocked_trend8,0.0009838037358802477,0.09838037358802477,97.75848788376184
delta_hurries_made_trend8,0.000979935915822546,0.0979935915822546,97.8564814753441
delta_opp_4d_att_ema8,0.0009787054090020465,0.09787054090020465,97.9543520162443
delta_punts_pre8,0.000975381970415461,0.09753819704154609,98.05189021328586
delta_yards_per_play_season_avg,0.0009700113595448659,0.09700113595448659,98.14889134924034
delta_hurries_allowed_vol8,0.000967954959993961,0.0967954959993961,98.24568684523973
delta_opp_first_downs_pen_trend8,0.0009563935085424072,0.09563935085424072,98.34132619609397
delta_blitzes_faced_pre8,0.000933610947206363,0.0933610947206363,98.43468729081461
delta_sacks_made_pre8,0.0009257630228914365,0.09257630228914365,98.52726359310375
delta_turnovers_give_recent_ratio,0.000905433283731252,0.0905433283731252,98.61780692147688
delta_opp_first_downs_pass_vol8,0.0008912331643599847,0.08912331643599847,98.70693023791289
delta_fumbles_recovered_season_avg,0.0008895197259167922,0.08895197259167922,98.79588221050456
delta_points_against_recent_ratio,0.0008251012423873348,0.08251012423873348,98.8783923347433
delta_opp_first_downs_pre8,0.0007980095381578822,0.07980095381578822,98.95819328855909
delta_opp_4d_att_pre8,0.0007948998098778732,0.07948998098778731,99.03768326954687
delta_ints_thrown_vol8,0.0007889143831184275,0.07889143831184275,99.11657470785872
delta_fumbles_lost_pre8,0.0007762788567334781,0.07762788567334782,99.19420259353207
delta_punts_blocked_recent_ratio,0.0007166978767002628,0.07166978767002628,99.26587238120209
delta_opp_4d_att_season_avg,0.0007138155959485193,0.07138155959485193,99.33725394079694
delta_turnovers_take_pre8,0.0007058927514920081,0.07058927514920081,99.40784321594614
delta_turnovers_take_ema8,0.0006481011386471733,0.06481011386471733,99.47265332981087
delta_ints_thrown_recent_ratio,0.0006383079017454414,0.06383079017454414,99.53648411998542
delta_hurries_allowed_pre8,0.0006146052228399382,0.06146052228399382,99.59794464226941
delta_pressures_made_pre8,0.0005718149299609884,0.05718149299609884,99.6551261352655
delta_opp_first_downs_rush_trend8,0.0005096416417746802,0.05096416417746802,99.70609029944298
delta_fumbles_recovered_pre8,0.0004641779645773697,0.04641779645773697,99.75250809590071
delta_opp_4d_pct_pre8,0.0004591806622573159,0.04591806622573159,99.79842616212645
delta_opp_first_downs_trend8,0.00044037451506533933,0.04403745150653393,99.84246361363297
delta_turnovers_take_recent_ratio,0.00039979585115898497,0.0399795851158985,99.88244319874887
delta_ints_got_pre8,0.00038556863823053844,0.038556863823053844,99.92100006257193
delta_opp_4d_pct_trend8,0.0003346442339821506,0.03346442339821506,99.95446448597014
delta_punts_season_avg,0.00032581334956249754,0.032581334956249756,99.9870458209264
delta_punts_blocked_pre8,0.00012954179073591427,0.012954179073591428,99.99999999999997
delta_punts_blocked_vol8,0.0,0.0,99.99999999999997
neutral_site,0.0,0.0,99.99999999999997
